id,name,university_type,state,district,city,affiliation,established_year,official_website,naac_grade,nirf_rank,courses_offered_summary,vice_chancellor,ownership,contact_details,student_services_summary,data_source,source_url,collection_date,confidence_score,verification_status,notes
b86d656f-e4de-47b2-a12e-2447b784fca5,"International Institute of Information Technology, Hyderabad",Deemed University,Telangana,Hyderabad,Hyderabad,UGC deemed-to-be-university; not-for-profit public-private partnership,1998,https://www.iiit.ac.in,"A++ (3.51 CGPA/4, all seven criteria)",PENDING_VERIFICATION,"Computer Science, Electronics and Communication, Information Technology-focused UG/PG/PhD","Prof. Sandeep Shukla, Director (succeeded Prof. P.J. Narayanan after his 12-year tenure; appointed 2023)",Private Trust/Society,PENDING_VERIFICATION,PENDING_VERIFICATION,WebSearch aggregation (secondary/portal cross-check; official site inaccessible via WebFetch this session),"https://en.wikipedia.org/wiki/International_Institute_of_Information_Technology,_Hyderabad; https://www.iiit.ac.in/at-a-glance/",2026-07-22,78,VST-NEEDS_REVIEW,"First IIIT in India under the N-PPP model; located in Gachibowli. RC2 enrichment: Director and NAAC A++ (3.51 CGPA) sourced via iiit.ac.in pages. Ownership recorded as Private Trust/Society because IIIT-H is registered as a not-for-profit society; note it operates under the N-PPP (Not-for-profit Public-Private Partnership) model with Government of Andhra Pradesh/Telangana, Government of India and industry co-funding, so the label is an approximation of a genuinely mixed structure."
f95e80b8-d7cc-4974-92c0-ce49dd14c032,Palamuru University,State University,Telangana,Mahabubnagar,Mahabubnagar,UGC recognized,2008,https://palamuruuniversity.ac.in,B grade (awarded Nov 2018),"NIRF 2024: University category, 151-200 band","UG/PG Arts, Science, Commerce","Prof. G N Srinivas (appointed Oct 2024) -- one further, more recent source lists a 'Sri Rahul Bojja' in the VC's-office contact listing; not clear if this is a successor, an in-charge appointee, or an administrative contact -- flagged for confirmation rather than resolved",State Government,PENDING_VERIFICATION,PENDING_VERIFICATION,WebSearch aggregation (secondary/portal cross-check; official site inaccessible via WebFetch this session),https://palamuruuniversity.ac.in/; https://mahabubnagar.telangana.gov.in/public-utility/palamuruuniversity/,2026-07-22,78,VST-NEEDS_REVIEW,"Formed from a PG College of Osmania University at Mahabubnagar; started functioning academic year 2008-09. RC2 enrichment: NAAC B (2018) and NIRF 151-200 band (2024) confirmed via palamuruuniversity.ac.in and collegedekho snippets. VC name has a genuine unresolved conflict between the officially-announced 2024 appointee (G N Srinivas) and a differently-named contact (Rahul Bojja) appearing on a newer page -- both recorded, not silently resolved; recommend direct confirmation."
45312857-7549-47d5-826c-89f6c60987bd,Satavahana University,State University,Telangana,Karimnagar,Karimnagar,UGC recognized,2008 (permanent campus from 2012),https://satavahana.ac.in,"A grade (most consistently cited across independent sources; one promotional source claims A++, not corroborated elsewhere and not adopted)",PENDING_VERIFICATION,"UG/PG Arts, Science, Commerce, Management","Prof. U. Umesh Kumar (Umesh Kumar), formerly of Osmania University Dept. of Chemistry; previously in-charge VC (2015) and Registrar of Mahatma Gandhi University Nalgonda",State Government,PENDING_VERIFICATION,PENDING_VERIFICATION,WebSearch aggregation (secondary/portal cross-check; official site inaccessible via WebFetch this session),https://en.wikipedia.org/wiki/Satavahana_University; https://satavahana.ac.in/,2026-07-22,78,VST-NEEDS_REVIEW,"Roots trace to a 1976 PG centre of Osmania University, later under Kakatiya University (1993), upgraded to independent university 2008. RC2 enrichment: VC confirmed via a dedicated Telangana Today article ('Umesh Kumar takes charge as Satavahana University VC'). NAAC grade conflict (A vs. promotional A++) resolved in favour of the better-corroborated 'A'."
98a8a591-1395-43b1-a976-379a54477ade,Telangana University,State University,Telangana,Nizamabad,Nizamabad,UGC recognized,2006,https://www.telanganauniversity-ac.in,B+ grade (a minority of sources cite plain 'B'; B+ is treated as the primary figure with the discrepancy flagged),PENDING_VERIFICATION,"UG/PG Arts, Science, Commerce serving Nizamabad and Adilabad districts","Prof. Yadagiri Rao (appointed Oct 2024 as part of a batch of nine Telangana state-university VC appointments, reported by multiple independent outlets)",State Government,PENDING_VERIFICATION,PENDING_VERIFICATION,WebSearch aggregation (secondary/portal cross-check; official site inaccessible via WebFetch this session),https://en.wikipedia.org/wiki/Telangana_University,2026-07-22,76,VST-NEEDS_REVIEW,"Established via Act No. 28 of 2006. RC2 enrichment: VC appointment well-corroborated across Deccan Chronicle, Telangana Today, Newsmeter and Siasat (all reporting the same Oct 2024 batch of nine VC appointments). Minor NAAC grade discrepancy (B vs B+) noted, not fully resolved."
1fbe1d3f-acec-4f4b-95e0-95ff0578cdf7,Mahatma Gandhi University (Telangana),State University,Telangana,Nalgonda,Nalgonda,UGC recognized,2007 (renamed by Gazette notification 2008),https://mguniversity.ac.in,B+ grade (most consistently cited; other sources mention a self-report GPA-equivalent of 3.1/4 and an unsupported 'A++' claim -- B+ adopted as best corroborated),PENDING_VERIFICATION,"UG/PG Arts, Science, Commerce, Management",Prof. Khaja Althaf Hussain,State Government,PENDING_VERIFICATION,PENDING_VERIFICATION,WebSearch aggregation (secondary/portal cross-check; official site inaccessible via WebFetch this session),"https://en.wikipedia.org/wiki/Mahatma_Gandhi_University,_Telangana; https://mguniversity.ac.in/",2026-07-22,76,VST-NEEDS_REVIEW,"Located at Anneparthy, Nalgonda; formerly called Nalgonda University. RC2 enrichment: VC and NAAC B+ (best-corroborated of several conflicting figures) sourced via WebSearch snippets referencing mguniversity.ac.in and collegedekho."
0e88e024-1079-41f9-b234-38525097b2a8,Dr. B.R. Ambedkar Open University,State University,Telangana,Hyderabad,Hyderabad,UGC/Distance Education Bureau recognized,1982,https://braou.ac.in,"A grade (CGPA 3.12/4, per official NAAC certificate, valid to 5 Apr 2029); other sources claim A++ or B++ but are not corroborated by the official certificate figure",PENDING_VERIFICATION,"Distance/open learning UG, PG, diploma and certificate programs",Prof. Ghanta Chakrapani,State Government,PENDING_VERIFICATION,PENDING_VERIFICATION,WebSearch aggregation (secondary/portal cross-check; official site inaccessible via WebFetch this session),https://braou.ac.in/; https://en.wikipedia.org/wiki/Dr._B.R._Ambedkar_Open_University,2026-07-22,80,VST-NEEDS_REVIEW,"First open university in India; originally Andhra Pradesh Open University (1982), renamed 1991. Also known as Telangana Open University. RC2 enrichment: CONFLICT NOTED AND RESOLVED -- of three differing NAAC-grade claims found (A++, A/3.12 per official certificate, B++), the A/3.12 figure sourced to an official NAAC certificate reference is adopted as most reliable."
d08cd2ab-d00a-4c99-93ff-f0bd8e81ecb1,Potti Sreeramulu Telugu University,State University,Telangana,Hyderabad,Hyderabad,UGC recognized,1985 (renamed 1998),https://teluguuniversity.ac.in,B grade,PENDING_VERIFICATION,"Telugu language, literature, fine arts, and oriental studies UG/PG/PhD",Prof. D. Muniratnam Naidu,State Government,PENDING_VERIFICATION,PENDING_VERIFICATION,WebSearch aggregation (secondary/portal cross-check; official site inaccessible via WebFetch this session),https://en.wikipedia.org/wiki/Potti_Sreeramulu_Telugu_University,2026-07-22,73,VST-NEEDS_REVIEW,"Now also referenced as Suravaram Pratap Reddy Telugu University in some current sources; name-change status should be reconfirmed with the state government/UGC listing. RC2 enrichment: VC and NAAC B grade sourced via WebSearch snippets (agnirva.com, notopedia.com). The RC1-flagged possible rename to 'Suravaram Pratap Reddy Telugu University' could not be corroborated or refuted in this pass -- current official-looking domain (teluguuniversityap.in) still uses the Potti Sreeramulu name; rename status remains unconfirmed."
7aaa318b-f2a8-4621-8842-14f190ccd7ab,Professor Jayashankar Telangana State Agricultural University,State University,Telangana,Hyderabad (Rajendranagar),Hyderabad,UGC/ICAR recognized,2014,https://www.pjtsau.edu.in,PENDING_VERIFICATION,PENDING_VERIFICATION,"Agriculture, Agricultural Engineering, Food Science and Technology UG/PG/PhD",Dr. V. Praveen Rao,State Government,PENDING_VERIFICATION,PENDING_VERIFICATION,WebSearch aggregation (secondary/portal cross-check; official site inaccessible via WebFetch this session),https://www.pjtsau.edu.in/historical-background.html; https://en.wikipedia.org/wiki/Professor_Jayashankar_Telangana_State_Agricultural_University,2026-07-22,76,VST-NEEDS_REVIEW,"Formed from bifurcation of Acharya N.G. Ranga Agricultural University (AP) after Telangana state formation. RC2 enrichment: VC name sourced via WebSearch snippets referencing pjtau.edu.in / edarabia.com. No reliable, dated NAAC or NIRF figure found for this agricultural university in this pass -- both remain PENDING_VERIFICATION."
6beabd72-8044-464a-9873-dd2151ba8590,Kaloji Narayana Rao University of Health Sciences,State University,Telangana,Hanumakonda,Warangal,UGC/National Medical Commission recognized,2014,https://www.knruhs.telangana.gov.in,PENDING_VERIFICATION,PENDING_VERIFICATION,"Affiliating university for MBBS, BDS, Nursing, Pharmacy and allied health sciences colleges","Dr. K. Ramesh Reddy, In-charge Vice-Chancellor (appointed effective 4 Dec 2025, per official notification; previously Principal, Government Medical College, Yadadri Bhongir)",State Government,PENDING_VERIFICATION,PENDING_VERIFICATION,WebSearch aggregation (secondary/portal cross-check; official site inaccessible via WebFetch this session),https://en.wikipedia.org/wiki/Kaloji_Narayana_Rao_University_of_Health_Sciences; https://www.knruhs.telangana.gov.in/about-us/,2026-07-22,78,VST-NEEDS_REVIEW,"Conducts admissions/counselling for medical, dental and AYUSH seats in Telangana. RC2 enrichment: VC confirmed via a dedicated medicaldialogues.in article plus knruhs.telangana.gov.in administration page."
73526a22-6f26-472d-8a85-ca5dc332ee33,P.V. Narsimha Rao Telangana Veterinary University,State University,Telangana,Hyderabad (Rajendranagar),Hyderabad,UGC/ICAR/Veterinary Council of India recognized,2014,https://pvnrtvu.ac.in,PENDING_VERIFICATION,PENDING_VERIFICATION,"Veterinary Science, Dairy Technology, Fishery Sciences UG/PG/PhD","Prof. M. Gnana Prakash (current per official pvnrtvu.ac.in vice-chancellor page, current as of 15 Aug 2025); note Wikipedia still lists an older name (Adhar Sinha, IAS) which appears outdated",State Government,PENDING_VERIFICATION,PENDING_VERIFICATION,WebSearch aggregation (secondary/portal cross-check; official site inaccessible via WebFetch this session),https://en.wikipedia.org/wiki/P._V._Narasimha_Rao_Telangana_Veterinary_University; https://pvnrtvu.ac.in/about-us/,2026-07-22,78,VST-NEEDS_REVIEW,Named after former Prime Minister P.V. Narasimha Rao; established by Government of Telangana on 22 Nov 2014. RC2 enrichment: current VC sourced from pvnrtvu.ac.in's own Vice-Chancellor page; Wikipedia entry for this institution appears stale and was not used.
f4de3a52-8e43-4040-86cd-00910cb6f612,Jawaharlal Nehru Architecture and Fine Arts University,State University,Telangana,Hyderabad,Hyderabad,UGC/Council of Architecture recognized,2008 (College of Fine Arts roots to 1940),https://jnafau.ac.in,PENDING_VERIFICATION,PENDING_VERIFICATION,"Architecture, Planning, Fine Arts UG/PG/PhD","Prof. Toparapu Gangadhar, In-charge Vice-Chancellor",State Government,PENDING_VERIFICATION,PENDING_VERIFICATION,WebSearch aggregation (secondary/portal cross-check; official site inaccessible via WebFetch this session),https://en.wikipedia.org/wiki/Jawaharlal_Nehru_Architecture_and_Fine_Arts_University; https://jnafau.ac.in/,2026-07-22,74,VST-NEEDS_REVIEW,"Located at Masab Tank, Hyderabad; comprises School of Planning & Architecture and College of Fine Arts. RC2 enrichment: In-charge VC sourced via jnafau.ac.in's own VC-message page. NAAC grade still not found with a clear, dated source -- left PENDING_VERIFICATION."
f4409738-5453-4798-a038-ed58429cb6ee,Mahindra University,Private University,Telangana,Hyderabad,Hyderabad,UGC recognized private university,2020 (as Mahindra Ecole Centrale from 2014),https://www.mahindrauniversity.edu.in,A++ grade,PENDING_VERIFICATION,"Engineering, Management, Law, Education, Media, Life Sciences, Hospitality, Design",Dr. Yajulu Medury,Private Trust/Society,PENDING_VERIFICATION,PENDING_VERIFICATION,WebSearch aggregation (secondary/portal cross-check; official site inaccessible via WebFetch this session),https://en.wikipedia.org/wiki/Mahindra_University; https://www.mahindrauniversity.edu.in/,2026-07-22,78,VST-NEEDS_REVIEW,Reconstituted as Mahindra University on 24 July 2020; founded by Mahindra Group/Tech Mahindra. RC2 enrichment: VC and NAAC A++ sourced via mahindrauniversity.edu.in leadership/vice-chancellor pages surfaced in WebSearch.
89c10406-65a0-4118-bf5a-ba183d1603f5,Woxsen University,Private University,Telangana,Sangareddy,Hyderabad,UGC recognized private university,2020 (as Woxsen School of Business from 2014),https://woxsen.edu.in,A grade,PENDING_VERIFICATION,"Business, Technology, Design, Law, Architecture, Liberal Arts",PENDING_VERIFICATION,Private Trust/Society,PENDING_VERIFICATION,PENDING_VERIFICATION,WebSearch aggregation (secondary/portal cross-check; official site inaccessible via WebFetch this session),https://en.wikipedia.org/wiki/Woxsen_University; https://woxsen.edu.in/,2026-07-22,73,VST-NEEDS_REVIEW,"200-acre residential campus at Sadashivapet, ~70 km from Hyderabad city. RC2 enrichment: NAAC 'A' grade corroborated via universitykart.com. Current Vice-Chancellor's name could not be found in any search snippet (only a generic 'VC's Message' page reference surfaced) -- left PENDING_VERIFICATION."
21502b84-46cc-4173-af84-5635c0cc1463,SR University,Private University,Telangana,Hanumakonda,Warangal,UGC recognized private university under Telangana Private Universities Act,2020 (as SR Engineering College from 2002),https://sru.edu.in,A grade,PENDING_VERIFICATION,"Engineering, Management, Pharmacy, Sciences",Prof. Deepak Garg,Private Trust/Society,PENDING_VERIFICATION,PENDING_VERIFICATION,WebSearch aggregation (secondary/portal cross-check; official site inaccessible via WebFetch this session),https://en.wikipedia.org/wiki/SR_University; https://sru.edu.in/,2026-07-22,74,VST-NEEDS_REVIEW,Sponsored by Sri Rajeshwara Educational Society; UGC 2(f) recognized. RC2 enrichment: VC and NAAC A grade sourced via sru.edu.in-linked WebSearch snippets.
7842fedc-523a-4060-80e0-578bdc8a55b8,ICFAI Foundation for Higher Education,Deemed University,Telangana,Hyderabad,Hyderabad,UGC deemed-to-be-university under Section 3 of UGC Act,2008 (constituent IBS Hyderabad founded 1995),https://www.ifheindia.org,A++ grade (institutional CGPA 3.59/4),PENDING_VERIFICATION,"Management, Law, Science and Technology, Architecture UG/PG/PhD","Dr. T. Koti Reddy, Vice-Chancellor (In-Charge), per IFHE's own 2026-27 UGC/AICTE Mandatory Disclosure document",Private Trust/Society,PENDING_VERIFICATION,PENDING_VERIFICATION,WebSearch aggregation (secondary/portal cross-check; official site inaccessible via WebFetch this session),https://www.ifheindia.org/about-university; https://en.wikipedia.org/wiki/ICFAI_Foundation_for_Higher_Education,2026-07-22,76,VST-NEEDS_REVIEW,"Also referred to as IFHE Hyderabad; member of AIU and Association of Commonwealth Universities. RC2 enrichment: VC and NAAC A++ (3.59 CGPA) sourced directly from IFHE's own 2026-27 Mandatory Disclosure PDF (ifheindia.org) surfaced in WebSearch -- one of the stronger-sourced findings in this pass, though still not independently fetched."
