id,exam_name,exam_level,jurisdiction,conducting_body,frequency_per_year,purpose,official_website,eligibility_summary,data_source,source_url,collection_date,confidence_score,verification_status,notes
b646a1f8-c511-4c0b-851b-5d6d4d531959,CTET (Central Teacher Eligibility Test),Undergraduate,National,Central Board of Secondary Education (CBSE) on behalf of the Ministry of Education,2,"Eligibility test (not a direct recruitment exam) for teaching positions in Classes I-VIII in KVS, NVS, Army Public Schools, state government schools, DSSSB schools and CBSE-affiliated private schools",https://ctet.nic.in/,"Paper I (Classes I-V): Senior Secondary/12th with minimum 50% plus a 2-year Diploma in Elementary Education (or equivalent). Paper II (Classes VI-VIII): Graduation plus B.Ed, or 12th plus 4-year B.El.Ed/equivalent. Minimum age 17.",Official CBSE CTET portal,https://ctet.nic.in/,2026-07-21,88,VST-NEEDS_REVIEW,"exam_level is a judgment call: CTET is a teacher-eligibility certification rather than a degree-admission exam, and its two papers straddle Undergraduate/Postgraduate entry qualifications (12th+diploma for Paper I; graduate+B.Ed for Paper II). Certificate validity is now lifetime per current CBSE/NCTE guidelines."
14f62fd8-2f9b-42a8-9f70-ec868b98db36,XAT (Xavier Aptitude Test),Postgraduate,National,"XLRI Jamshedpur, on behalf of the Xavier Association of Management Institutes (XAMI)",1,Admission to MBA/PGDM programmes at XLRI and 160+ other business schools that accept XAT scores,https://xatonline.in/,Bachelor's degree from a recognized university (no NTA/XLRI-mandated minimum percentage found); final-year students eligible; no age limit; XLRI's PGDM (GM) additionally requires 5 years' work experience,Official XAT portal (xatonline.in) cross-checked via InsideIIM and Shiksha,https://xatonline.in/,2026-07-21,85,VST-NEEDS_REVIEW,
90f22b98-7665-4f95-9704-0ab6e49d5255,ICAR AIEEA (PG),Postgraduate,National,National Testing Agency (NTA) on behalf of the Indian Council of Agricultural Research (ICAR),1,"All India Entrance Examination for Admission to Master's degree programmes in agriculture and allied sciences, and award of ICAR PG scholarships",https://exams.nta.nic.in/icar/,Bachelor's degree in the relevant agriculture/allied discipline; specific percentage and subject criteria set by ICAR each cycle,Official NTA ICAR exam portal,https://exams.nta.nic.in/icar/,2026-07-21,85,VST-NEEDS_REVIEW,"The former ICAR AIEEA UG exam was discontinued after 2022; UG admissions now flow through CUET (ICAR-UG), a separate NTA-conducted test, so it was excluded from this dataset to avoid listing a discontinued exam as active."
36e3361f-2832-4085-a0e2-8b8d4abc1cc7,GPAT (Graduate Pharmacy Aptitude Test),Postgraduate,National,"National Board of Examinations in Medical Sciences (NBEMS), in coordination with the Pharmacy Council of India (PCI)",1,Admission to Master of Pharmacy (M.Pharm) programmes,https://natboard.edu.in/viewnbeexam?exam=gpat,4-year Bachelor's degree in Pharmacy (B.Pharm); final-year B.Pharm students also eligible; no upper age limit,Official NBEMS portal (natboard.edu.in) cross-checked via Careers360 news,https://natboard.edu.in/viewnbeexam?exam=gpat,2026-07-21,85,VST-NEEDS_REVIEW,GPAT was transferred from the National Testing Agency (NTA) to NBEMS starting with the 2024 cycle; older references to gpat.nta.nic.in are outdated -- current official portal is natboard.edu.in.
0503ad5d-503f-41fe-adb9-2197aaa1e891,TG EAPCET (formerly TS EAMCET),Undergraduate,Telangana,"Jawaharlal Nehru Technological University Hyderabad (JNTUH), on behalf of the Telangana State Council of Higher Education (TGCHE)",1,"Admission to Engineering, Agriculture and Pharmacy undergraduate degree programmes in Telangana",https://eapcet.tgche.ac.in/,Passed 10+2 or equivalent with Mathematics/Physics/Chemistry (Engineering) or Biology/Physics/Chemistry (Agriculture/Pharmacy); Indian nationality; age requirements apply,Official TGCHE EAPCET portal cross-checked via Testbook and Careers360,https://eapcet.tgche.ac.in/,2026-07-21,88,VST-NEEDS_REVIEW,"Renamed from TS EAMCET to TG EAPCET in 2023 after medical (MBBS/BDS) seats were fully moved to NEET-based admission; conducted in English, Telugu and Urdu."
8ad19f35-e3ac-48f7-8a8e-3275823284c4,TG ICET (formerly TS ICET),Postgraduate,Telangana,"Mahatma Gandhi University, Nalgonda, on behalf of the Telangana State Council of Higher Education (TGCHE)",1,Admission to MBA and MCA programmes at universities in Telangana and their affiliated colleges,https://icet.tgche.ac.in/,"Bachelor's degree in any discipline (except Oriental Languages) with minimum 50% marks (45% reserved categories) for MBA; Mathematics at 10+2 or graduation level for MCA; minimum age 19, no upper limit",Official TGCHE ICET portal cross-checked via Shiksha and MBAUniverse,https://icet.tgche.ac.in/,2026-07-21,85,VST-NEEDS_REVIEW,
a566bc86-c40d-4133-9430-9aed6fd89f05,TG EdCET (formerly TS EDCET),Undergraduate,Telangana,"Kakatiya University, Warangal, on behalf of the Telangana State Council of Higher Education (TGCHE)",1,Admission to the 2-year Bachelor of Education (B.Ed) programme in Telangana,https://edcet.tgche.ac.in/,Bachelor's degree with minimum 50% marks (40% SC/ST/PH); minimum age 19 as of 1 July of the admission year; no upper age limit; unlimited attempts,Official TGCHE EdCET portal cross-checked via Careers360 news,https://edcet.tgche.ac.in/,2026-07-21,85,VST-NEEDS_REVIEW,"exam_level recorded as Undergraduate because B.Ed is formally a Bachelor's-level degree under Indian nomenclature, even though it requires a prior bachelor's degree for admission."
f20d2da9-e30f-499d-83e8-c76d54b065f1,TG PGECET (formerly TS PGECET),Postgraduate,Telangana,"Jawaharlal Nehru Technological University Hyderabad (JNTUH), on behalf of the Telangana State Council of Higher Education (TGCHE)",1,Admission to M.Tech/M.E. and M.Pharm postgraduate engineering programmes in Telangana,https://pgecet.tgche.ac.in/,Bachelor's degree in the relevant engineering/pharmacy field with minimum 50% marks (45% SC/ST); final-year candidates eligible; GATE/GPAT-qualified candidates are exempt from appearing,Official TGCHE PGECET portal cross-checked via Careerpower and Sarvgyan,https://pgecet.tgche.ac.in/,2026-07-21,85,VST-NEEDS_REVIEW,
925f3e8e-282f-45ff-a657-7891b3f670b1,TG LAWCET (formerly TS LAWCET),Undergraduate,Telangana,"Osmania University, Hyderabad, on behalf of the Telangana State Council of Higher Education (TGCHE)",1,Admission to 3-year and 5-year integrated LLB programmes in Telangana,https://lawcet.tgche.ac.in/,"3-year LLB: bachelor's degree in any stream, minimum 45% marks. 5-year LLB: passed Class 12 with minimum 45% marks. Indian nationals/Telangana residents; no upper age limit","Cross-checked via Toprankers, Shiksha and Careers360 Law (application portal lawcet.tgche.ac.in)",https://law.careers360.com/articles/ts-lawcet,2026-07-21,80,VST-NEEDS_REVIEW,
2407e7c7-9717-4c19-82ec-f0759cb1e070,TG PGLCET (formerly TS PGLCET),Postgraduate,Telangana,"Osmania University, Hyderabad, on behalf of the Telangana State Council of Higher Education (TGCHE)",1,Admission to the 2-year LLM (Master of Laws) programme at law colleges and universities in Telangana,https://lawcet.tgche.ac.in/,LLB degree (3-year or 5-year) with minimum 50% marks (45% reserved categories); final-year LLB students eligible; no age limit,Cross-checked via Shiksha and Findmycollege (application portal lawcet.tgche.ac.in),https://www.shiksha.com/law/ts-pglcet-exam,2026-07-21,78,VST-NEEDS_REVIEW,
5048c10d-d79c-44a1-a488-29649e82ac42,TG POLYCET (formerly TS POLYCET),Diploma/Polytechnic,Telangana,State Board of Technical Education and Training (SBTET) Telangana,1,"Admission to Diploma courses in Engineering/Technology, Non-Engineering, Agriculture, Horticulture and Animal Husbandry/Fisheries at polytechnics in Telangana",https://polycet.sbtet.telangana.gov.in/,"Passed SSC (Class 10) or equivalent with minimum 35% marks; Indian nationals, domicile of Telangana/Andhra Pradesh; no age limit",Official SBTET Telangana POLYCET portal cross-checked via Sakshi Education and Collegedunia,https://polycet.sbtet.telangana.gov.in/,2026-07-21,86,VST-NEEDS_REVIEW,
8a3b7fdb-e7d5-4d74-8e7f-697468739a09,AP EAPCET (formerly AP EAMCET),Undergraduate,Andhra Pradesh,"JNTU Kakinada, on behalf of the Andhra Pradesh State Council of Higher Education (APSCHE)",1,"Admission to Engineering, Agriculture and Pharmacy undergraduate degree programmes in Andhra Pradesh",https://cets.apsche.ap.gov.in/EAPCET/,"Indian citizen/PIO/OCI; resident of Andhra Pradesh or Telangana per local/non-local rules; passed/appearing Class 12 with Physics/Chemistry/Mathematics (Engineering, min age 17) or Biology/Physics/Chemistry (Agriculture/Pharmacy, min age 16)",Official APSCHE CETS EAPCET portal cross-checked via Testbook and Collegedunia,https://cets.apsche.ap.gov.in/EAPCET/,2026-07-21,88,VST-NEEDS_REVIEW,Renamed from AP EAMCET to AP EAPCET after MBBS/BDS admissions moved fully to NEET-based selection.
34269700-ec55-42b2-a57b-3a734d9d8e6c,AP ICET,Postgraduate,Andhra Pradesh,"Andhra University, Visakhapatnam, on behalf of the Andhra Pradesh State Council of Higher Education (APSCHE)",1,Admission to MBA and MCA programmes in Andhra Pradesh,https://cets.apsche.ap.gov.in/ICET/,MBA: 3-year bachelor's degree with minimum 50% marks (45% SC/ST/BC). MCA: Mathematics at 10+2 or graduation level with minimum 50% marks (45% reserved categories); final-year students eligible; no upper age limit,"Cross-checked via PW Live, Apollo University blog and AP Teachers portal (application portal cets.apsche.ap.gov.in/ICET)",https://www.pw.live/mba/exams/ap-icet-2026,2026-07-21,78,VST-NEEDS_REVIEW,
4f996d6c-8f38-47d4-b3d4-d8cd90fab117,AP EdCET (formerly AP EDCET),Undergraduate,Andhra Pradesh,"Acharya Nagarjuna University, Guntur, on behalf of the Andhra Pradesh State Council of Higher Education (APSCHE)",1,Admission to the 2-year Bachelor of Education (B.Ed) programme in Andhra Pradesh,https://cets.apsche.ap.gov.in/EDCET/,"Bachelor's degree in any discipline; minimum 50% aggregate (General), 45% (BC), 40% (SC/ST/Differently Abled); minimum age 19 as of 1 July of the admission year; no upper age limit",Cross-checked via Manabadi and Shiksha; convenor contact confirms Acharya Nagarjuna University as conducting institution,https://www.manabadi.co.in/entrance-exams/ap-edcet-notification/,2026-07-21,78,VST-NEEDS_REVIEW,"Some secondary sources named Dravidian University, Kuppam as the conducting institution; the 2026 official notification/convenor contact details point to Acharya Nagarjuna University, which is treated here as authoritative. exam_level recorded as Undergraduate for the same reason as TG EdCET (B.Ed is a Bachelor's-level award)."
a2c5a237-5ce7-450a-89a4-87252228a760,AP PGECET,Postgraduate,Andhra Pradesh,"Andhra University, Visakhapatnam, on behalf of the Andhra Pradesh State Council of Higher Education (APSCHE)",1,Admission to M.E./M.Tech and M.Pharm postgraduate engineering programmes in Andhra Pradesh,https://cets.apsche.ap.gov.in/PGECET/,Bachelor's degree (B.E./B.Tech or equivalent) in the relevant field with minimum 50% marks (45% SC/ST); resident of Andhra Pradesh or Telangana,"Cross-checked via Careers360, Shiksha and Collegedekho (application portal cets.apsche.ap.gov.in)",https://engineering.careers360.com/exams/ap-pgecet,2026-07-21,78,VST-NEEDS_REVIEW,
2432a520-6811-42f2-ac5f-06d322886ba8,AP LAWCET,Undergraduate,Andhra Pradesh,"Sri Padmavati Mahila Visvavidyalayam (SPMVV), Tirupati, on behalf of the Andhra Pradesh State Council of Higher Education (APSCHE)",1,Admission to 3-year and 5-year integrated LLB programmes in Andhra Pradesh,https://cets.apsche.ap.gov.in/LAWCET/,3-year LLB: bachelor's degree with minimum 45% aggregate. 5-year LLB: passed Class 12 in any stream from a recognized board. Indian nationals meeting AP domicile eligibility; no age limit,Official APSCHE CETS LAWCET portal cross-checked via Shiksha and Collegedunia,https://cets.apsche.ap.gov.in/LAWCET/,2026-07-21,86,VST-NEEDS_REVIEW,
5490f97f-a02b-47b9-a794-9a85711d2d9e,AP PGLCET,Postgraduate,Andhra Pradesh,"Sri Padmavati Mahila Visvavidyalayam (SPMVV), Tirupati, on behalf of the Andhra Pradesh State Council of Higher Education (APSCHE)",1,Admission to the LLM (Master of Laws) programme at universities and affiliated law colleges in Andhra Pradesh,https://cets.apsche.ap.gov.in/LAWCET/,3-year or 5-year LLB degree; must complete graduation by the time of counselling; Indian citizens or valid OCI/PIO status,"Cross-checked via Shiksha, Careers360 Law and Indcareer (application portal cets.apsche.ap.gov.in/LAWCET)",https://law.careers360.com/exams/ap-pglcet,2026-07-21,78,VST-NEEDS_REVIEW,
7b5b36d1-446d-46dd-ab7d-a25c87abea77,AP POLYCET,Diploma/Polytechnic,Andhra Pradesh,"State Board of Technical Education and Training (SBTET) Andhra Pradesh, Vijayawada",1,Admission to technical and non-technical Diploma courses at Polytechnic institutes in Andhra Pradesh,https://appolycet.nic.in/,"Passed Class 10 (SSC) from the AP or Telangana state board or equivalent, with minimum 35% aggregate marks; Indian nationals resident in Andhra Pradesh","Cross-checked via Careers360, Collegedekho and Manabadi; conducting body confirmed via apsbtet.ap.gov.in",https://engineering.careers360.com/articles/ap-polycet-2026,2026-07-21,80,VST-NEEDS_REVIEW,
