revenue_division_id,revenue_division_ref,revenue_division_name,district_name,dist_ref,state_code,divisional_headquarters,mandal_count,mandal_count_source_detail,lgd_code,latitude,longitude,data_source,source_url,collection_date,last_verified_date,confidence_score,verification_status,reviewer,version,license,attribution,created_by,created_at,updated_at,is_active
45108d96-169c-41e2-84b1-b0557ddf957d,TG-JGT-RD-3,Metpally,Jagtial,JGT,TG,Metpally,PENDING_VERIFICATION,Not yet independently verified — table-level district mandal_count exists in the District dataset but is not sub-divided by revenue division,PENDING_VERIFICATION,PENDING_GEOCODING,PENDING_GEOCODING,"Wikipedia 'List of revenue divisions in Telangana', compiling: Telangana State Portal (State Profile), Chief Commissioner of Land Administration (ccla.telangana.gov.in), and individual District Revenue Department notifications",https://en.wikipedia.org/wiki/List_of_revenue_divisions_in_Telangana,2026-07-19,2026-07-19,82,VST-NEEDS_REVIEW,ValueWeave Data Factory (AI-assisted) — PENDING human Data Steward sign-off,1.0.0-draft,CC BY-SA 4.0 (Wikipedia compilation); underlying Government of Telangana source license not independently reconfirmed this pass,"Government of Telangana, Chief Commissioner of Land Administration; compiled via Wikipedia contributors",vw_data_factory,2026-07-19T06:44:32.573319Z,2026-07-19T06:44:32.573319Z,TRUE
253f5cd3-2000-4dda-921b-78e36fa6654b,TG-JNG-RD-1,Jangaon,Jangaon,JNG,TG,Jangaon,PENDING_VERIFICATION,Not yet independently verified — table-level district mandal_count exists in the District dataset but is not sub-divided by revenue division,PENDING_VERIFICATION,PENDING_GEOCODING,PENDING_GEOCODING,"Wikipedia 'List of revenue divisions in Telangana', compiling: Telangana State Portal (State Profile), Chief Commissioner of Land Administration (ccla.telangana.gov.in), and individual District Revenue Department notifications",https://en.wikipedia.org/wiki/List_of_revenue_divisions_in_Telangana,2026-07-19,2026-07-19,82,VST-NEEDS_REVIEW,ValueWeave Data Factory (AI-assisted) — PENDING human Data Steward sign-off,1.0.0-draft,CC BY-SA 4.0 (Wikipedia compilation); underlying Government of Telangana source license not independently reconfirmed this pass,"Government of Telangana, Chief Commissioner of Land Administration; compiled via Wikipedia contributors",vw_data_factory,2026-07-19T06:44:32.573319Z,2026-07-19T06:44:32.573319Z,TRUE
c223da39-fa85-4d19-8eb0-9017bc0327ee,TG-JNG-RD-2,Station Ghanpur,Jangaon,JNG,TG,Station Ghanpur,PENDING_VERIFICATION,Not yet independently verified — table-level district mandal_count exists in the District dataset but is not sub-divided by revenue division,PENDING_VERIFICATION,PENDING_GEOCODING,PENDING_GEOCODING,"Wikipedia 'List of revenue divisions in Telangana', compiling: Telangana State Portal (State Profile), Chief Commissioner of Land Administration (ccla.telangana.gov.in), and individual District Revenue Department notifications",https://en.wikipedia.org/wiki/List_of_revenue_divisions_in_Telangana,2026-07-19,2026-07-19,82,VST-NEEDS_REVIEW,ValueWeave Data Factory (AI-assisted) — PENDING human Data Steward sign-off,1.0.0-draft,CC BY-SA 4.0 (Wikipedia compilation); underlying Government of Telangana source license not independently reconfirmed this pass,"Government of Telangana, Chief Commissioner of Land Administration; compiled via Wikipedia contributors",vw_data_factory,2026-07-19T06:44:32.573319Z,2026-07-19T06:44:32.573319Z,TRUE
fb79e80e-0ff9-44a6-a631-ba019bf49dc7,TG-JSB-RD-1,Bhupalpalle,Jayashankar Bhupalpalle,JSB,TG,Bhupalpalle,PENDING_VERIFICATION,Not yet independently verified — table-level district mandal_count exists in the District dataset but is not sub-divided by revenue division,PENDING_VERIFICATION,PENDING_GEOCODING,PENDING_GEOCODING,"Wikipedia 'List of revenue divisions in Telangana', compiling: Telangana State Portal (State Profile), Chief Commissioner of Land Administration (ccla.telangana.gov.in), and individual District Revenue Department notifications",https://en.wikipedia.org/wiki/List_of_revenue_divisions_in_Telangana,2026-07-19,2026-07-19,82,VST-NEEDS_REVIEW,ValueWeave Data Factory (AI-assisted) — PENDING human Data Steward sign-off,1.0.0-draft,CC BY-SA 4.0 (Wikipedia compilation); underlying Government of Telangana source license not independently reconfirmed this pass,"Government of Telangana, Chief Commissioner of Land Administration; compiled via Wikipedia contributors",vw_data_factory,2026-07-19T06:44:32.573319Z,2026-07-19T06:44:32.573319Z,TRUE
93ce372b-b77c-4117-a886-03b32d5fe3cc,TG-JGD-RD-1,Gadwal,Jogulamba Gadwal,JGD,TG,Gadwal,PENDING_VERIFICATION,Not yet independently verified — table-level district mandal_count exists in the District dataset but is not sub-divided by revenue division,PENDING_VERIFICATION,PENDING_GEOCODING,PENDING_GEOCODING,"Wikipedia 'List of revenue divisions in Telangana', compiling: Telangana State Portal (State Profile), Chief Commissioner of Land Administration (ccla.telangana.gov.in), and individual District Revenue Department notifications",https://en.wikipedia.org/wiki/List_of_revenue_divisions_in_Telangana,2026-07-19,2026-07-19,82,VST-NEEDS_REVIEW,ValueWeave Data Factory (AI-assisted) — PENDING human Data Steward sign-off,1.0.0-draft,CC BY-SA 4.0 (Wikipedia compilation); underlying Government of Telangana source license not independently reconfirmed this pass,"Government of Telangana, Chief Commissioner of Land Administration; compiled via Wikipedia contributors",vw_data_factory,2026-07-19T06:44:32.573319Z,2026-07-19T06:44:32.573319Z,TRUE
b80edced-1e25-4b3e-8f13-fb10b58a6508,TG-KMR-RD-1,Kamareddy,Kamareddy,KMR,TG,Kamareddy,PENDING_VERIFICATION,Not yet independently verified — table-level district mandal_count exists in the District dataset but is not sub-divided by revenue division,PENDING_VERIFICATION,PENDING_GEOCODING,PENDING_GEOCODING,"Wikipedia 'List of revenue divisions in Telangana', compiling: Telangana State Portal (State Profile), Chief Commissioner of Land Administration (ccla.telangana.gov.in), and individual District Revenue Department notifications",https://en.wikipedia.org/wiki/List_of_revenue_divisions_in_Telangana,2026-07-19,2026-07-19,82,VST-NEEDS_REVIEW,ValueWeave Data Factory (AI-assisted) — PENDING human Data Steward sign-off,1.0.0-draft,CC BY-SA 4.0 (Wikipedia compilation); underlying Government of Telangana source license not independently reconfirmed this pass,"Government of Telangana, Chief Commissioner of Land Administration; compiled via Wikipedia contributors",vw_data_factory,2026-07-19T06:44:32.573319Z,2026-07-19T06:44:32.573319Z,TRUE
4dc1af51-ee05-4ccb-8593-cfb4a94c3c72,TG-KMR-RD-2,Banswada,Kamareddy,KMR,TG,Banswada,PENDING_VERIFICATION,Not yet independently verified — table-level district mandal_count exists in the District dataset but is not sub-divided by revenue division,PENDING_VERIFICATION,PENDING_GEOCODING,PENDING_GEOCODING,"Wikipedia 'List of revenue divisions in Telangana', compiling: Telangana State Portal (State Profile), Chief Commissioner of Land Administration (ccla.telangana.gov.in), and individual District Revenue Department notifications",https://en.wikipedia.org/wiki/List_of_revenue_divisions_in_Telangana,2026-07-19,2026-07-19,82,VST-NEEDS_REVIEW,ValueWeave Data Factory (AI-assisted) — PENDING human Data Steward sign-off,1.0.0-draft,CC BY-SA 4.0 (Wikipedia compilation); underlying Government of Telangana source license not independently reconfirmed this pass,"Government of Telangana, Chief Commissioner of Land Administration; compiled via Wikipedia contributors",vw_data_factory,2026-07-19T06:44:32.573319Z,2026-07-19T06:44:32.573319Z,TRUE
465d9f26-7869-4a0a-a630-1b82d4fc0a11,TG-KMR-RD-3,Yellareddy,Kamareddy,KMR,TG,Yellareddy,PENDING_VERIFICATION,Not yet independently verified — table-level district mandal_count exists in the District dataset but is not sub-divided by revenue division,PENDING_VERIFICATION,PENDING_GEOCODING,PENDING_GEOCODING,"Wikipedia 'List of revenue divisions in Telangana', compiling: Telangana State Portal (State Profile), Chief Commissioner of Land Administration (ccla.telangana.gov.in), and individual District Revenue Department notifications",https://en.wikipedia.org/wiki/List_of_revenue_divisions_in_Telangana,2026-07-19,2026-07-19,82,VST-NEEDS_REVIEW,ValueWeave Data Factory (AI-assisted) — PENDING human Data Steward sign-off,1.0.0-draft,CC BY-SA 4.0 (Wikipedia compilation); underlying Government of Telangana source license not independently reconfirmed this pass,"Government of Telangana, Chief Commissioner of Land Administration; compiled via Wikipedia contributors",vw_data_factory,2026-07-19T06:44:32.573319Z,2026-07-19T06:44:32.573319Z,TRUE
cad45a31-ed3e-4d9e-9753-b24f2aa52b3d,TG-KRM-RD-1,Karimnagar,Karimnagar,KRM,TG,Karimnagar,PENDING_VERIFICATION,Not yet independently verified — table-level district mandal_count exists in the District dataset but is not sub-divided by revenue division,PENDING_VERIFICATION,PENDING_GEOCODING,PENDING_GEOCODING,"Wikipedia 'List of revenue divisions in Telangana', compiling: Telangana State Portal (State Profile), Chief Commissioner of Land Administration (ccla.telangana.gov.in), and individual District Revenue Department notifications",https://en.wikipedia.org/wiki/List_of_revenue_divisions_in_Telangana,2026-07-19,2026-07-19,82,VST-NEEDS_REVIEW,ValueWeave Data Factory (AI-assisted) — PENDING human Data Steward sign-off,1.0.0-draft,CC BY-SA 4.0 (Wikipedia compilation); underlying Government of Telangana source license not independently reconfirmed this pass,"Government of Telangana, Chief Commissioner of Land Administration; compiled via Wikipedia contributors",vw_data_factory,2026-07-19T06:44:32.573319Z,2026-07-19T06:44:32.573319Z,TRUE
f847b036-df02-489e-93b4-e90c784487f9,TG-KRM-RD-2,Huzurabad,Karimnagar,KRM,TG,Huzurabad,PENDING_VERIFICATION,Not yet independently verified — table-level district mandal_count exists in the District dataset but is not sub-divided by revenue division,PENDING_VERIFICATION,PENDING_GEOCODING,PENDING_GEOCODING,"Wikipedia 'List of revenue divisions in Telangana', compiling: Telangana State Portal (State Profile), Chief Commissioner of Land Administration (ccla.telangana.gov.in), and individual District Revenue Department notifications",https://en.wikipedia.org/wiki/List_of_revenue_divisions_in_Telangana,2026-07-19,2026-07-19,82,VST-NEEDS_REVIEW,ValueWeave Data Factory (AI-assisted) — PENDING human Data Steward sign-off,1.0.0-draft,CC BY-SA 4.0 (Wikipedia compilation); underlying Government of Telangana source license not independently reconfirmed this pass,"Government of Telangana, Chief Commissioner of Land Administration; compiled via Wikipedia contributors",vw_data_factory,2026-07-19T06:44:32.573319Z,2026-07-19T06:44:32.573319Z,TRUE
629ed69e-94cd-499c-9b65-aef959a5dbd5,TG-KBA-RD-1,Asifabad,Komaram Bheem,KBA,TG,Asifabad,PENDING_VERIFICATION,Not yet independently verified — table-level district mandal_count exists in the District dataset but is not sub-divided by revenue division,PENDING_VERIFICATION,PENDING_GEOCODING,PENDING_GEOCODING,"Wikipedia 'List of revenue divisions in Telangana', compiling: Telangana State Portal (State Profile), Chief Commissioner of Land Administration (ccla.telangana.gov.in), and individual District Revenue Department notifications",https://en.wikipedia.org/wiki/List_of_revenue_divisions_in_Telangana,2026-07-19,2026-07-19,82,VST-NEEDS_REVIEW,ValueWeave Data Factory (AI-assisted) — PENDING human Data Steward sign-off,1.0.0-draft,CC BY-SA 4.0 (Wikipedia compilation); underlying Government of Telangana source license not independently reconfirmed this pass,"Government of Telangana, Chief Commissioner of Land Administration; compiled via Wikipedia contributors",vw_data_factory,2026-07-19T06:44:32.573319Z,2026-07-19T06:44:32.573319Z,TRUE
6ee8b73b-58fb-4b19-9923-c35875830d83,TG-KBA-RD-2,Kagaznagar,Komaram Bheem,KBA,TG,Kagaznagar,PENDING_VERIFICATION,Not yet independently verified — table-level district mandal_count exists in the District dataset but is not sub-divided by revenue division,PENDING_VERIFICATION,PENDING_GEOCODING,PENDING_GEOCODING,"Wikipedia 'List of revenue divisions in Telangana', compiling: Telangana State Portal (State Profile), Chief Commissioner of Land Administration (ccla.telangana.gov.in), and individual District Revenue Department notifications",https://en.wikipedia.org/wiki/List_of_revenue_divisions_in_Telangana,2026-07-19,2026-07-19,82,VST-NEEDS_REVIEW,ValueWeave Data Factory (AI-assisted) — PENDING human Data Steward sign-off,1.0.0-draft,CC BY-SA 4.0 (Wikipedia compilation); underlying Government of Telangana source license not independently reconfirmed this pass,"Government of Telangana, Chief Commissioner of Land Administration; compiled via Wikipedia contributors",vw_data_factory,2026-07-19T06:44:32.573319Z,2026-07-19T06:44:32.573319Z,TRUE
379cec3e-97a2-4a74-82c3-625f0d1c8237,TG-KHM-RD-1,Khammam,Khammam,KHM,TG,Khammam,14,Directly verified via dedicated Wikipedia revenue-division page (this session),PENDING_VERIFICATION,PENDING_GEOCODING,PENDING_GEOCODING,"Wikipedia 'List of revenue divisions in Telangana', compiling: Telangana State Portal (State Profile), Chief Commissioner of Land Administration (ccla.telangana.gov.in), and individual District Revenue Department notifications",https://en.wikipedia.org/wiki/List_of_revenue_divisions_in_Telangana,2026-07-19,2026-07-19,90,VST-NEEDS_REVIEW,ValueWeave Data Factory (AI-assisted) — PENDING human Data Steward sign-off,1.0.0-draft,CC BY-SA 4.0 (Wikipedia compilation); underlying Government of Telangana source license not independently reconfirmed this pass,"Government of Telangana, Chief Commissioner of Land Administration; compiled via Wikipedia contributors",vw_data_factory,2026-07-19T06:44:32.573319Z,2026-07-19T06:44:32.573319Z,TRUE
8b822ce0-0c57-4184-b03b-e70a1f64f133,TG-KHM-RD-2,Kallur,Khammam,KHM,TG,Kallur,PENDING_VERIFICATION,Not yet independently verified — table-level district mandal_count exists in the District dataset but is not sub-divided by revenue division,PENDING_VERIFICATION,PENDING_GEOCODING,PENDING_GEOCODING,"Wikipedia 'List of revenue divisions in Telangana', compiling: Telangana State Portal (State Profile), Chief Commissioner of Land Administration (ccla.telangana.gov.in), and individual District Revenue Department notifications",https://en.wikipedia.org/wiki/List_of_revenue_divisions_in_Telangana,2026-07-19,2026-07-19,82,VST-NEEDS_REVIEW,ValueWeave Data Factory (AI-assisted) — PENDING human Data Steward sign-off,1.0.0-draft,CC BY-SA 4.0 (Wikipedia compilation); underlying Government of Telangana source license not independently reconfirmed this pass,"Government of Telangana, Chief Commissioner of Land Administration; compiled via Wikipedia contributors",vw_data_factory,2026-07-19T06:44:32.573319Z,2026-07-19T06:44:32.573319Z,TRUE
73e98727-1ed5-4b9a-8c6a-ccd2c58932af,TG-MBN-RD-1,Mahabubnagar,Mahabubnagar,MBN,TG,Mahabubnagar,PENDING_VERIFICATION,Not yet independently verified — table-level district mandal_count exists in the District dataset but is not sub-divided by revenue division,PENDING_VERIFICATION,PENDING_GEOCODING,PENDING_GEOCODING,"Wikipedia 'List of revenue divisions in Telangana', compiling: Telangana State Portal (State Profile), Chief Commissioner of Land Administration (ccla.telangana.gov.in), and individual District Revenue Department notifications",https://en.wikipedia.org/wiki/List_of_revenue_divisions_in_Telangana,2026-07-19,2026-07-19,82,VST-NEEDS_REVIEW,ValueWeave Data Factory (AI-assisted) — PENDING human Data Steward sign-off,1.0.0-draft,CC BY-SA 4.0 (Wikipedia compilation); underlying Government of Telangana source license not independently reconfirmed this pass,"Government of Telangana, Chief Commissioner of Land Administration; compiled via Wikipedia contributors",vw_data_factory,2026-07-19T06:44:32.573319Z,2026-07-19T06:44:32.573319Z,TRUE
28a279c6-3f58-479c-b906-67fed38072a0,TG-MBD-RD-1,Mahabubabad,Mahabubabad,MBD,TG,Mahabubabad,PENDING_VERIFICATION,Not yet independently verified — table-level district mandal_count exists in the District dataset but is not sub-divided by revenue division,PENDING_VERIFICATION,PENDING_GEOCODING,PENDING_GEOCODING,"Wikipedia 'List of revenue divisions in Telangana', compiling: Telangana State Portal (State Profile), Chief Commissioner of Land Administration (ccla.telangana.gov.in), and individual District Revenue Department notifications",https://en.wikipedia.org/wiki/List_of_revenue_divisions_in_Telangana,2026-07-19,2026-07-19,82,VST-NEEDS_REVIEW,ValueWeave Data Factory (AI-assisted) — PENDING human Data Steward sign-off,1.0.0-draft,CC BY-SA 4.0 (Wikipedia compilation); underlying Government of Telangana source license not independently reconfirmed this pass,"Government of Telangana, Chief Commissioner of Land Administration; compiled via Wikipedia contributors",vw_data_factory,2026-07-19T06:44:32.573319Z,2026-07-19T06:44:32.573319Z,TRUE
6af65233-622d-4e7d-bfb2-763aeafb939e,TG-MBD-RD-2,Thorrur,Mahabubabad,MBD,TG,Thorrur,PENDING_VERIFICATION,Not yet independently verified — table-level district mandal_count exists in the District dataset but is not sub-divided by revenue division,PENDING_VERIFICATION,PENDING_GEOCODING,PENDING_GEOCODING,"Wikipedia 'List of revenue divisions in Telangana', compiling: Telangana State Portal (State Profile), Chief Commissioner of Land Administration (ccla.telangana.gov.in), and individual District Revenue Department notifications",https://en.wikipedia.org/wiki/List_of_revenue_divisions_in_Telangana,2026-07-19,2026-07-19,82,VST-NEEDS_REVIEW,ValueWeave Data Factory (AI-assisted) — PENDING human Data Steward sign-off,1.0.0-draft,CC BY-SA 4.0 (Wikipedia compilation); underlying Government of Telangana source license not independently reconfirmed this pass,"Government of Telangana, Chief Commissioner of Land Administration; compiled via Wikipedia contributors",vw_data_factory,2026-07-19T06:44:32.573319Z,2026-07-19T06:44:32.573319Z,TRUE
3d568af7-e114-4431-93ee-6e9b3b5cebf7,TG-MCG-RD-1,Keesara,Medchal,MCG,TG,Keesara,PENDING_VERIFICATION,Not yet independently verified — table-level district mandal_count exists in the District dataset but is not sub-divided by revenue division,PENDING_VERIFICATION,PENDING_GEOCODING,PENDING_GEOCODING,"Wikipedia 'List of revenue divisions in Telangana', compiling: Telangana State Portal (State Profile), Chief Commissioner of Land Administration (ccla.telangana.gov.in), and individual District Revenue Department notifications",https://en.wikipedia.org/wiki/List_of_revenue_divisions_in_Telangana,2026-07-19,2026-07-19,82,VST-NEEDS_REVIEW,ValueWeave Data Factory (AI-assisted) — PENDING human Data Steward sign-off,1.0.0-draft,CC BY-SA 4.0 (Wikipedia compilation); underlying Government of Telangana source license not independently reconfirmed this pass,"Government of Telangana, Chief Commissioner of Land Administration; compiled via Wikipedia contributors",vw_data_factory,2026-07-19T06:44:32.573319Z,2026-07-19T06:44:32.573319Z,TRUE
