dist_id,dist_ref,district_name,st_id,govt_district_code,lgd_district_code,district_headquarters,area_sq_km,population,population_source_detail,mandal_count,revenue_divisions,density_per_sq_km,urban_pct,literacy_rate_pct,sex_ratio,latitude,longitude,district_gdp_inr_cr,primary_industry_sector_id,district_readiness_score,data_source,source_url,collection_date,last_verified_date,confidence_score,verification_status,reviewer,version,created_by,created_at,updated_at,is_active
d764f4a1-46b2-4a6b-915a-a39fda0a4cb5,TG-SDP,Siddipet,ea529eee-b05d-46b5-b556-c0b70c8e2186,PENDING_VERIFICATION,PENDING_VERIFICATION,Siddipet,3632,1012065,Census of India 2011 (via Telangana State Portal / Wikipedia compilation),22,PENDING_VERIFICATION,279,13.74,61.61,1008,PENDING_GEOCODING,PENDING_GEOCODING,PENDING_VERIFICATION,PENDING_VERIFICATION,"NOT_APPLICABLE_AT_COLLECTION_STAGE (AI-derived field — Profile P5, computed post-ingestion)","Telangana State Portal (telangana.gov.in/about/districts) for district list/HQ; Census of India 2011 for population/literacy/urban%/sex ratio (both via Wikipedia's compiled, footnoted table)",https://en.wikipedia.org/wiki/List_of_districts_of_Telangana,2026-07-18,2026-07-18,88,VST-NEEDS_REVIEW,ValueWeave Data Collection Engine (AI-assisted) — PENDING human Data Steward sign-off,1.0.0-draft,vw_data_collection_engine,2026-07-18T17:06:27.604709Z,2026-07-18T17:06:27.604709Z,TRUE
681ac702-6fec-4db9-bac5-1e06183fa4ed,TG-JNG,Jangaon,ea529eee-b05d-46b5-b556-c0b70c8e2186,PENDING_VERIFICATION,PENDING_VERIFICATION,Jangaon,2188,566376,Census of India 2011 (via Telangana State Portal / Wikipedia compilation),13,PENDING_VERIFICATION,259,12.6,61.6,997,PENDING_GEOCODING,PENDING_GEOCODING,PENDING_VERIFICATION,PENDING_VERIFICATION,"NOT_APPLICABLE_AT_COLLECTION_STAGE (AI-derived field — Profile P5, computed post-ingestion)","Telangana State Portal (telangana.gov.in/about/districts) for district list/HQ; Census of India 2011 for population/literacy/urban%/sex ratio (both via Wikipedia's compiled, footnoted table)",https://en.wikipedia.org/wiki/List_of_districts_of_Telangana,2026-07-18,2026-07-18,88,VST-NEEDS_REVIEW,ValueWeave Data Collection Engine (AI-assisted) — PENDING human Data Steward sign-off,1.0.0-draft,vw_data_collection_engine,2026-07-18T17:06:27.604709Z,2026-07-18T17:06:27.604709Z,TRUE
b53a2b5f-f3fe-4b18-82ee-893431e3579c,TG-HNK,Hanumakonda,ea529eee-b05d-46b5-b556-c0b70c8e2186,PENDING_VERIFICATION,PENDING_VERIFICATION,Hanumakonda,1309,1080858,Census of India 2011 (via Telangana State Portal / Wikipedia compilation),11,PENDING_VERIFICATION,826,68.51,76.17,997,PENDING_GEOCODING,PENDING_GEOCODING,PENDING_VERIFICATION,PENDING_VERIFICATION,"NOT_APPLICABLE_AT_COLLECTION_STAGE (AI-derived field — Profile P5, computed post-ingestion)","Telangana State Portal (telangana.gov.in/about/districts) for district list/HQ; Census of India 2011 for population/literacy/urban%/sex ratio (both via Wikipedia's compiled, footnoted table)",https://en.wikipedia.org/wiki/List_of_districts_of_Telangana,2026-07-18,2026-07-18,88,VST-NEEDS_REVIEW,ValueWeave Data Collection Engine (AI-assisted) — PENDING human Data Steward sign-off,1.0.0-draft,vw_data_collection_engine,2026-07-18T17:06:27.604709Z,2026-07-18T17:06:27.604709Z,TRUE
479e0ee3-c2bf-404c-b3fa-f3bc106aff50,TG-WGL,Warangal,ea529eee-b05d-46b5-b556-c0b70c8e2186,PENDING_VERIFICATION,PENDING_VERIFICATION,Warangal,2175,718537,Census of India 2011 (via Telangana State Portal / Wikipedia compilation),15,PENDING_VERIFICATION,330,6.99,61.26,994,PENDING_GEOCODING,PENDING_GEOCODING,PENDING_VERIFICATION,PENDING_VERIFICATION,"NOT_APPLICABLE_AT_COLLECTION_STAGE (AI-derived field — Profile P5, computed post-ingestion)","Telangana State Portal (telangana.gov.in/about/districts) for district list/HQ; Census of India 2011 for population/literacy/urban%/sex ratio (both via Wikipedia's compiled, footnoted table)",https://en.wikipedia.org/wiki/List_of_districts_of_Telangana,2026-07-18,2026-07-18,88,VST-NEEDS_REVIEW,ValueWeave Data Collection Engine (AI-assisted) — PENDING human Data Steward sign-off,1.0.0-draft,vw_data_collection_engine,2026-07-18T17:06:27.604709Z,2026-07-18T17:06:27.604709Z,TRUE
ab5c6cd0-4983-46bb-8ca1-18ec2e543843,TG-MLG,Mulugu,ea529eee-b05d-46b5-b556-c0b70c8e2186,PENDING_VERIFICATION,PENDING_VERIFICATION,Mulugu,3881,257744,Census of India 2011 (via Telangana State Portal / Wikipedia compilation),9,PENDING_VERIFICATION,66,5.0,62.26,968,PENDING_GEOCODING,PENDING_GEOCODING,PENDING_VERIFICATION,PENDING_VERIFICATION,"NOT_APPLICABLE_AT_COLLECTION_STAGE (AI-derived field — Profile P5, computed post-ingestion)","Telangana State Portal (telangana.gov.in/about/districts) for district list/HQ; Census of India 2011 for population/literacy/urban%/sex ratio (both via Wikipedia's compiled, footnoted table)",https://en.wikipedia.org/wiki/List_of_districts_of_Telangana,2026-07-18,2026-07-18,88,VST-NEEDS_REVIEW,ValueWeave Data Collection Engine (AI-assisted) — PENDING human Data Steward sign-off,1.0.0-draft,vw_data_collection_engine,2026-07-18T17:06:27.604709Z,2026-07-18T17:06:27.604709Z,TRUE
71ae6871-0548-4995-8bdc-82ffb8894157,TG-BKG,Bhadradri Kothagudem,ea529eee-b05d-46b5-b556-c0b70c8e2186,PENDING_VERIFICATION,PENDING_VERIFICATION,Kothagudem,7483,1069261,Census of India 2011 (via Telangana State Portal / Wikipedia compilation),23,PENDING_VERIFICATION,143,31.71,66.4,1008,PENDING_GEOCODING,PENDING_GEOCODING,PENDING_VERIFICATION,PENDING_VERIFICATION,"NOT_APPLICABLE_AT_COLLECTION_STAGE (AI-derived field — Profile P5, computed post-ingestion)","Telangana State Portal (telangana.gov.in/about/districts) for district list/HQ; Census of India 2011 for population/literacy/urban%/sex ratio (both via Wikipedia's compiled, footnoted table)",https://en.wikipedia.org/wiki/List_of_districts_of_Telangana,2026-07-18,2026-07-18,88,VST-NEEDS_REVIEW,ValueWeave Data Collection Engine (AI-assisted) — PENDING human Data Steward sign-off,1.0.0-draft,vw_data_collection_engine,2026-07-18T17:06:27.604709Z,2026-07-18T17:06:27.604709Z,TRUE
be21fb05-1905-4012-b551-90e8d2d8eddb,TG-KHM,Khammam,ea529eee-b05d-46b5-b556-c0b70c8e2186,PENDING_VERIFICATION,PENDING_VERIFICATION,Khammam,4361,1401639,Census of India 2011 (via Telangana State Portal / Wikipedia compilation),21,PENDING_VERIFICATION,321,22.6,65.95,1005,PENDING_GEOCODING,PENDING_GEOCODING,PENDING_VERIFICATION,PENDING_VERIFICATION,"NOT_APPLICABLE_AT_COLLECTION_STAGE (AI-derived field — Profile P5, computed post-ingestion)","Telangana State Portal (telangana.gov.in/about/districts) for district list/HQ; Census of India 2011 for population/literacy/urban%/sex ratio (both via Wikipedia's compiled, footnoted table)",https://en.wikipedia.org/wiki/List_of_districts_of_Telangana,2026-07-18,2026-07-18,88,VST-NEEDS_REVIEW,ValueWeave Data Collection Engine (AI-assisted) — PENDING human Data Steward sign-off,1.0.0-draft,vw_data_collection_engine,2026-07-18T17:06:27.604709Z,2026-07-18T17:06:27.604709Z,TRUE
7abca5e0-8c8c-4ad9-9557-8765700d9b92,TG-MBD,Mahabubabad,ea529eee-b05d-46b5-b556-c0b70c8e2186,PENDING_VERIFICATION,PENDING_VERIFICATION,Mahabubabad,2877,774549,Census of India 2011 (via Telangana State Portal / Wikipedia compilation),16,PENDING_VERIFICATION,269,9.86,57.13,996,PENDING_GEOCODING,PENDING_GEOCODING,PENDING_VERIFICATION,PENDING_VERIFICATION,"NOT_APPLICABLE_AT_COLLECTION_STAGE (AI-derived field — Profile P5, computed post-ingestion)","Telangana State Portal (telangana.gov.in/about/districts) for district list/HQ; Census of India 2011 for population/literacy/urban%/sex ratio (both via Wikipedia's compiled, footnoted table)",https://en.wikipedia.org/wiki/List_of_districts_of_Telangana,2026-07-18,2026-07-18,88,VST-NEEDS_REVIEW,ValueWeave Data Collection Engine (AI-assisted) — PENDING human Data Steward sign-off,1.0.0-draft,vw_data_collection_engine,2026-07-18T17:06:27.604709Z,2026-07-18T17:06:27.604709Z,TRUE
031f932a-8114-46ad-8b13-854d1bb0cc75,TG-SRY,Suryapet,ea529eee-b05d-46b5-b556-c0b70c8e2186,PENDING_VERIFICATION,PENDING_VERIFICATION,Suryapet,3607,1099560,Census of India 2011 (via Telangana State Portal / Wikipedia compilation),23,PENDING_VERIFICATION,305,15.56,64.11,996,PENDING_GEOCODING,PENDING_GEOCODING,PENDING_VERIFICATION,PENDING_VERIFICATION,"NOT_APPLICABLE_AT_COLLECTION_STAGE (AI-derived field — Profile P5, computed post-ingestion)","Telangana State Portal (telangana.gov.in/about/districts) for district list/HQ; Census of India 2011 for population/literacy/urban%/sex ratio (both via Wikipedia's compiled, footnoted table)",https://en.wikipedia.org/wiki/List_of_districts_of_Telangana,2026-07-18,2026-07-18,88,VST-NEEDS_REVIEW,ValueWeave Data Collection Engine (AI-assisted) — PENDING human Data Steward sign-off,1.0.0-draft,vw_data_collection_engine,2026-07-18T17:06:27.604709Z,2026-07-18T17:06:27.604709Z,TRUE
0cb70c34-070b-4d0b-904a-562214df7d76,TG-NLG,Nalgonda,ea529eee-b05d-46b5-b556-c0b70c8e2186,PENDING_VERIFICATION,PENDING_VERIFICATION,Nalgonda,7122,1618416,Census of India 2011 (via Telangana State Portal / Wikipedia compilation),31,PENDING_VERIFICATION,227,22.76,63.75,978,PENDING_GEOCODING,PENDING_GEOCODING,PENDING_VERIFICATION,PENDING_VERIFICATION,"NOT_APPLICABLE_AT_COLLECTION_STAGE (AI-derived field — Profile P5, computed post-ingestion)","Telangana State Portal (telangana.gov.in/about/districts) for district list/HQ; Census of India 2011 for population/literacy/urban%/sex ratio (both via Wikipedia's compiled, footnoted table)",https://en.wikipedia.org/wiki/List_of_districts_of_Telangana,2026-07-18,2026-07-18,88,VST-NEEDS_REVIEW,ValueWeave Data Collection Engine (AI-assisted) — PENDING human Data Steward sign-off,1.0.0-draft,vw_data_collection_engine,2026-07-18T17:06:27.604709Z,2026-07-18T17:06:27.604709Z,TRUE
81165142-90a8-4e0f-9ea2-dbbe6eff1702,TG-YDB,Yadadri Bhuvanagiri,ea529eee-b05d-46b5-b556-c0b70c8e2186,PENDING_VERIFICATION,PENDING_VERIFICATION,Bhuvanagiri,3092,739448,Census of India 2011 (via Telangana State Portal / Wikipedia compilation),16,PENDING_VERIFICATION,239,16.66,65.24,973,PENDING_GEOCODING,PENDING_GEOCODING,PENDING_VERIFICATION,PENDING_VERIFICATION,"NOT_APPLICABLE_AT_COLLECTION_STAGE (AI-derived field — Profile P5, computed post-ingestion)","Telangana State Portal (telangana.gov.in/about/districts) for district list/HQ; Census of India 2011 for population/literacy/urban%/sex ratio (both via Wikipedia's compiled, footnoted table)",https://en.wikipedia.org/wiki/List_of_districts_of_Telangana,2026-07-18,2026-07-18,88,VST-NEEDS_REVIEW,ValueWeave Data Collection Engine (AI-assisted) — PENDING human Data Steward sign-off,1.0.0-draft,vw_data_collection_engine,2026-07-18T17:06:27.604709Z,2026-07-18T17:06:27.604709Z,TRUE
26232aa3-0bcb-4082-93dd-724331f31f8a,TG-MCG,Medchal-Malkajgiri,ea529eee-b05d-46b5-b556-c0b70c8e2186,PENDING_VERIFICATION,PENDING_VERIFICATION,Shamirpet,1084,2440073,Census of India 2011 (via Telangana State Portal / Wikipedia compilation),14,PENDING_VERIFICATION,2251,91.4,82.48,957,PENDING_GEOCODING,PENDING_GEOCODING,PENDING_VERIFICATION,PENDING_VERIFICATION,"NOT_APPLICABLE_AT_COLLECTION_STAGE (AI-derived field — Profile P5, computed post-ingestion)","Telangana State Portal (telangana.gov.in/about/districts) for district list/HQ; Census of India 2011 for population/literacy/urban%/sex ratio (both via Wikipedia's compiled, footnoted table)",https://en.wikipedia.org/wiki/List_of_districts_of_Telangana,2026-07-18,2026-07-18,88,VST-NEEDS_REVIEW,ValueWeave Data Collection Engine (AI-assisted) — PENDING human Data Steward sign-off,1.0.0-draft,vw_data_collection_engine,2026-07-18T17:06:27.604709Z,2026-07-18T17:06:27.604709Z,TRUE
3047ff5d-7947-489e-9b85-74ba0197be66,TG-HYD,Hyderabad,ea529eee-b05d-46b5-b556-c0b70c8e2186,PENDING_VERIFICATION,PENDING_VERIFICATION,Hyderabad,217,3943323,Census of India 2011 (via Telangana State Portal / Wikipedia compilation),16,PENDING_VERIFICATION,18172,100.0,83.25,954,PENDING_GEOCODING,PENDING_GEOCODING,PENDING_VERIFICATION,PENDING_VERIFICATION,"NOT_APPLICABLE_AT_COLLECTION_STAGE (AI-derived field — Profile P5, computed post-ingestion)","Telangana State Portal (telangana.gov.in/about/districts) for district list/HQ; Census of India 2011 for population/literacy/urban%/sex ratio (both via Wikipedia's compiled, footnoted table)",https://en.wikipedia.org/wiki/List_of_districts_of_Telangana,2026-07-18,2026-07-18,88,VST-NEEDS_REVIEW,ValueWeave Data Collection Engine (AI-assisted) — PENDING human Data Steward sign-off,1.0.0-draft,vw_data_collection_engine,2026-07-18T17:06:27.604709Z,2026-07-18T17:06:27.604709Z,TRUE
d5eb8f6c-0a30-482b-a66b-b71ef0807c3d,TG-RRD,Ranga Reddy,ea529eee-b05d-46b5-b556-c0b70c8e2186,PENDING_VERIFICATION,PENDING_VERIFICATION,Shamshabad,5031,2446265,Census of India 2011 (via Telangana State Portal / Wikipedia compilation),27,PENDING_VERIFICATION,486,58.05,71.88,950,PENDING_GEOCODING,PENDING_GEOCODING,PENDING_VERIFICATION,PENDING_VERIFICATION,"NOT_APPLICABLE_AT_COLLECTION_STAGE (AI-derived field — Profile P5, computed post-ingestion)","Telangana State Portal (telangana.gov.in/about/districts) for district list/HQ; Census of India 2011 for population/literacy/urban%/sex ratio (both via Wikipedia's compiled, footnoted table)",https://en.wikipedia.org/wiki/List_of_districts_of_Telangana,2026-07-18,2026-07-18,88,VST-NEEDS_REVIEW,ValueWeave Data Collection Engine (AI-assisted) — PENDING human Data Steward sign-off,1.0.0-draft,vw_data_collection_engine,2026-07-18T17:06:27.604709Z,2026-07-18T17:06:27.604709Z,TRUE
