domain_package,domain_dataset,domain_row_id,domain_scheme_name,package007_scheme_id,package007_scheme_name,scheme_ownership,match_method,match_score
Package003_Healthcare,government_health_insurance_schemes.csv,ba8cc682-64a6-414d-862b-69ea737c6476,Ayushman Bharat - Pradhan Mantri Jan Arogya Yojana (AB PM-JAY),sch-031,Ayushman Bharat Pradhan Mantri Jan Arogya Yojana,DEPRECATED_REFERENCE,EXACT_NAME,1.0
Package003_Healthcare,government_health_insurance_schemes.csv,d9fc0053-bad2-4b64-a261-8669ad8cce09,Central Government Health Scheme (CGHS),PENDING_VERIFICATION,PENDING_VERIFICATION,DOMAIN_CANONICAL,NO_MATCH,0.4182
Package003_Healthcare,government_health_insurance_schemes.csv,07fd6531-b74d-420d-86e8-c6a8e5edfdaa,Employees' State Insurance Scheme (ESIS / ESIC),PENDING_VERIFICATION,PENDING_VERIFICATION,DOMAIN_CANONICAL,NO_MATCH,0.2194
Package003_Healthcare,government_health_insurance_schemes.csv,29dc9024-d4cb-4f43-930f-0e31bd25e828,Ex-Servicemen Contributory Health Scheme (ECHS),PENDING_VERIFICATION,PENDING_VERIFICATION,DOMAIN_CANONICAL,NO_MATCH,0.3032
Package003_Healthcare,government_health_insurance_schemes.csv,1923c219-47e5-4817-a203-48b702978799,Rajiv Aarogyasri Health Insurance Scheme,PENDING_VERIFICATION,PENDING_VERIFICATION,DOMAIN_CANONICAL,NO_MATCH,0.3159
Package003_Healthcare,government_health_insurance_schemes.csv,5598ead0-cd30-4d03-a72a-d63e8a92c30c,New Employees Health Scheme (NEHS) [formerly Employees Health Scheme / EHS Telangana],PENDING_VERIFICATION,PENDING_VERIFICATION,DOMAIN_CANONICAL,NO_MATCH,0.2235
Package003_Healthcare,government_health_insurance_schemes.csv,ad90b8ec-d7c7-4992-995a-cfcf9bc7e1ba,Dr. NTR Vaidya Seva Scheme [formerly Dr. YSR Aarogyasri],PENDING_VERIFICATION,PENDING_VERIFICATION,DOMAIN_CANONICAL,NO_MATCH,0.1536
Package003_Healthcare,government_health_insurance_schemes.csv,781031c7-a191-4248-91fd-9e0975894c0c,Employee Health Scheme (EHS) - Andhra Pradesh,PENDING_VERIFICATION,PENDING_VERIFICATION,DOMAIN_CANONICAL,NO_MATCH,0.3
Package003_Healthcare,government_health_insurance_schemes.csv,880bc50a-c57f-428e-9a65-a03f64586cc2,"Rashtriya Arogya Nidhi (RAN) [includes the Health Minister's Cancer Patient Fund, HMCPF]",PENDING_VERIFICATION,PENDING_VERIFICATION,DOMAIN_CANONICAL,NO_MATCH,0.2369
Package004_Industries,msme_entrepreneurship_support_schemes.csv,67a51de6-450f-4b3e-a59f-fc88a1d6078d,Prime Minister's Employment Generation Programme (PMEGP),sch-014,Prime Minister's Employment Generation Programme,DEPRECATED_REFERENCE,EXACT_NAME,1.0
Package004_Industries,msme_entrepreneurship_support_schemes.csv,6b41e575-64da-48d6-89d2-f987a772ae5a,Stand-Up India Scheme,sch-016,Stand-Up India Scheme,DEPRECATED_REFERENCE,EXACT_NAME,1.0
Package004_Industries,msme_entrepreneurship_support_schemes.csv,cdfa9071-e272-450e-9e93-42b783b525eb,Pradhan Mantri Mudra Yojana (PMMY),sch-015,Pradhan Mantri MUDRA Yojana,DEPRECATED_REFERENCE,EXACT_NAME,1.0
Package004_Industries,msme_entrepreneurship_support_schemes.csv,ddd44f23-9053-4e11-a79e-d6136d76bf2c,Startup India,PENDING_VERIFICATION,PENDING_VERIFICATION,DOMAIN_CANONICAL,NO_MATCH,0.4419
Package004_Industries,msme_entrepreneurship_support_schemes.csv,76276b69-b037-49dd-9a49-71621a789dfd,National Skill Development Corporation (NSDC),PENDING_VERIFICATION,PENDING_VERIFICATION,DOMAIN_CANONICAL,NO_MATCH,0.2955
Package004_Industries,msme_entrepreneurship_support_schemes.csv,f1bb9e45-a283-473b-94f9-3d1a4eb9d702,Credit Guarantee Fund Trust for Micro and Small Enterprises (CGTMSE),sch-017,Credit Guarantee Fund Trust for Micro and Small Enterprises,DEPRECATED_REFERENCE,EXACT_NAME,1.0
Package004_Industries,msme_entrepreneurship_support_schemes.csv,24e05f50-05c6-4ea7-a200-e57bcdffb356,PM Vishwakarma Yojana,sch-018,PM Vishwakarma,DEPRECATED_REFERENCE,PORTAL,1.0
Package004_Industries,msme_entrepreneurship_support_schemes.csv,25c96ad2-fd04-4fc3-be91-0b81a83dc706,District Industries Centre (DIC),PENDING_VERIFICATION,PENDING_VERIFICATION,DOMAIN_CANONICAL,NO_MATCH,0.1739
Package004_Industries,msme_entrepreneurship_support_schemes.csv,fab28f7a-922b-434b-b525-a362dacf4bf9,T-IDEA (Telangana Industrial Development and Entrepreneurship Advancement),PENDING_VERIFICATION,PENDING_VERIFICATION,DOMAIN_CANONICAL,NO_MATCH,0.1481
Package004_Industries,msme_entrepreneurship_support_schemes.csv,0cacc78b-fc48-4f70-8335-c743ca693bf1,T-PRIDE (Telangana Programme for Rapid Incubation of Dalit Entrepreneurs),PENDING_VERIFICATION,PENDING_VERIFICATION,DOMAIN_CANONICAL,NO_MATCH,0.1714
Package004_Industries,msme_entrepreneurship_support_schemes.csv,90a30152-4ef5-470d-8260-a85e8a3f160c,TG-iPASS (Telangana State Industrial Project Approval and Self-Certification System; formerly TS-iPASS),PENDING_VERIFICATION,PENDING_VERIFICATION,DOMAIN_CANONICAL,NO_MATCH,0.1391
Package004_Industries,msme_entrepreneurship_support_schemes.csv,109bb2ec-2f2b-46d9-a32f-59bc53834dd3,WE-HUB (Women Entrepreneurs Hub),PENDING_VERIFICATION,PENDING_VERIFICATION,DOMAIN_CANONICAL,NO_MATCH,0.0865
Package004_Industries,msme_entrepreneurship_support_schemes.csv,bbeaf243-3f45-4a78-9e9c-b4006c3d3e8f,TASK (Telangana Academy for Skill and Knowledge),PENDING_VERIFICATION,PENDING_VERIFICATION,DOMAIN_CANONICAL,NO_MATCH,0.1263
Package004_Industries,msme_entrepreneurship_support_schemes.csv,8884fcea-862e-44ad-9f8e-63865f1b8110,TGIIC (Telangana Industrial Infrastructure Corporation; formerly TSIIC),PENDING_VERIFICATION,PENDING_VERIFICATION,DOMAIN_CANONICAL,NO_MATCH,0.1231
Package004_Industries,msme_entrepreneurship_support_schemes.csv,c1d632f9-3a46-477d-8511-59740440129c,Telangana MSME Policy 2024,PENDING_VERIFICATION,PENDING_VERIFICATION,DOMAIN_CANONICAL,NO_MATCH,0.1532
Package004_Industries,msme_entrepreneurship_support_schemes.csv,c87d07fe-1686-4d4a-b55e-7114dcb8c631,APIIC (Andhra Pradesh Industrial Infrastructure Corporation Limited),PENDING_VERIFICATION,PENDING_VERIFICATION,DOMAIN_CANONICAL,NO_MATCH,0.1538
Package004_Industries,msme_entrepreneurship_support_schemes.csv,28f3d482-7606-4d67-9577-40f90f7c48ba,AP Innovation Society (APIS) / Startup AP,PENDING_VERIFICATION,PENDING_VERIFICATION,DOMAIN_CANONICAL,NO_MATCH,0.2161
Package004_Industries,msme_entrepreneurship_support_schemes.csv,75e45b78-5cfa-47d0-8d12-2889e84a463e,Andhra Pradesh MSME and Entrepreneurship Development Policy 4.0 (2024-2029),PENDING_VERIFICATION,PENDING_VERIFICATION,DOMAIN_CANONICAL,NO_MATCH,0.2925
Package005_Agriculture,agriculture_schemes.csv,as-001,Pradhan Mantri Kisan Samman Nidhi (PM-KISAN),sch-005,Pradhan Mantri Kisan Samman Nidhi,DEPRECATED_REFERENCE,EXACT_NAME,1.0
Package005_Agriculture,agriculture_schemes.csv,as-002,Pradhan Mantri Fasal Bima Yojana (PMFBY),sch-006,Pradhan Mantri Fasal Bima Yojana,DEPRECATED_REFERENCE,EXACT_NAME,1.0
Package005_Agriculture,agriculture_schemes.csv,as-003,Paramparagat Krishi Vikas Yojana (PKVY),sch-010,Paramparagat Krishi Vikas Yojana,DEPRECATED_REFERENCE,EXACT_NAME,1.0
Package005_Agriculture,agriculture_schemes.csv,as-004,Rashtriya Krishi Vikas Yojana (RKVY),PENDING_VERIFICATION,PENDING_VERIFICATION,DOMAIN_CANONICAL,NO_MATCH,0.6016
Package005_Agriculture,agriculture_schemes.csv,as-005,Sub-Mission on Agri-Mechanization (SMAM),sch-009,Sub-Mission on Agricultural Mechanization,DEPRECATED_REFERENCE,ACRONYM,1.0
Package005_Agriculture,agriculture_schemes.csv,as-006,Mission for Integrated Development of Horticulture (MIDH),PENDING_VERIFICATION,PENDING_VERIFICATION,DOMAIN_CANONICAL,NO_MATCH,0.1758
Package005_Agriculture,agriculture_schemes.csv,as-007,Pradhan Mantri Krishi Sinchayee Yojana (PMKSY),sch-008,Pradhan Mantri Krishi Sinchayee Yojana,DEPRECATED_REFERENCE,EXACT_NAME,1.0
Package005_Agriculture,agriculture_schemes.csv,as-008,Agricultural Infrastructure Fund (AIF),sch-012,Agriculture Infrastructure Fund,DEPRECATED_REFERENCE,ACRONYM,1.0
Package005_Agriculture,agriculture_schemes.csv,as-009,Kisan Credit Card (KCC),sch-007,Kisan Credit Card,DEPRECATED_REFERENCE,EXACT_NAME,1.0
Package005_Agriculture,agriculture_schemes.csv,as-010,Soil Health Card Scheme,sch-011,Soil Health Card Scheme,DEPRECATED_REFERENCE,EXACT_NAME,1.0
Package005_Agriculture,agriculture_schemes.csv,as-011,National Livestock Mission,PENDING_VERIFICATION,PENDING_VERIFICATION,DOMAIN_CANONICAL,NO_MATCH,0.2194
Package005_Agriculture,agriculture_schemes.csv,as-012,National Fisheries Development Board,PENDING_VERIFICATION,PENDING_VERIFICATION,DOMAIN_CANONICAL,NO_MATCH,0.2133
Package006_Skills_and_Training,government_skill_schemes.csv,f1554afc-2534-41da-b09b-7a9169f28db6,Pradhan Mantri Kaushal Vikas Yojana 4.0 (PMKVY 4.0) - including Recognition of Prior Learning (RPL),sch-021,Pradhan Mantri Kaushal Vikas Yojana 4.0,DEPRECATED_REFERENCE,ACRONYM,1.0
Package006_Skills_and_Training,government_skill_schemes.csv,fa487617-79d1-4e45-9bc6-542e5bcde35c,"Pradhan Mantri National Apprenticeship Promotion Scheme (PM-NAPS; formerly National Apprenticeship Promotion Scheme, NAPS)",sch-022,Pradhan Mantri National Apprenticeship Promotion Scheme,DEPRECATED_REFERENCE,EXACT_NAME,1.0
Package006_Skills_and_Training,government_skill_schemes.csv,85313bfd-ac03-448c-8450-f65063e49f19,Deen Dayal Upadhyaya Grameen Kaushalya Yojana (DDU-GKY),sch-023,Deen Dayal Upadhyaya Grameen Kaushalya Yojana,DEPRECATED_REFERENCE,EXACT_NAME,1.0
Package006_Skills_and_Training,government_skill_schemes.csv,8ff0a75c-d24d-4edb-904c-88bc56ff6ba8,National Apprenticeship Training Scheme (NATS),PENDING_VERIFICATION,PENDING_VERIFICATION,DOMAIN_CANONICAL,NO_MATCH,0.4894
Package006_Skills_and_Training,government_skill_schemes.csv,7c65e8c6-eb4a-4a0f-b200-28c30c1cd5ef,Telangana State Skill Development Corporation (TSSDC),PENDING_VERIFICATION,PENDING_VERIFICATION,DOMAIN_CANONICAL,NO_MATCH,0.229
Package006_Skills_and_Training,government_skill_schemes.csv,b654ebfd-d4d6-4524-9e3f-13bc66d7299e,Andhra Pradesh State Skill Development Corporation (APSSDC),PENDING_VERIFICATION,PENDING_VERIFICATION,DOMAIN_CANONICAL,NO_MATCH,0.2051
Package006_Skills_and_Training,government_skill_schemes.csv,85cfc3b5-56e0-4bc0-98ca-510b6c77acc5,Tool Rooms & MSME Technology Centres Skill Training Scheme,PENDING_VERIFICATION,PENDING_VERIFICATION,DOMAIN_CANONICAL,NO_MATCH,0.2394
Package006_Skills_and_Training,government_skill_schemes.csv,4a5c861f-a578-4e96-ba5e-06cfd7ded650,Rural Self Employment Training Institutes (RSETI),PENDING_VERIFICATION,PENDING_VERIFICATION,DOMAIN_CANONICAL,NO_MATCH,0.3378
Package006_Skills_and_Training,government_skill_schemes.csv,bdda0042-792c-4745-8bc7-061eae0202d8,"Skill Loan Scheme (IBA Model Scheme for Skill Development, NSDC-linked)",sch-024,Skill Loan Scheme,DEPRECATED_REFERENCE,EXACT_NAME,1.0
Package006_Skills_and_Training,government_skill_schemes.csv,c00674d1-2eee-43f4-b22c-99f0a89dcd7b,Jan Shikshan Sansthan (JSS) Scheme,PENDING_VERIFICATION,PENDING_VERIFICATION,DOMAIN_CANONICAL,NO_MATCH,0.3017
Package006_Skills_and_Training,government_skill_schemes.csv,ef99e259-d8c7-4dbe-a954-936dbc2aace9,Craftsmen Training Scheme (CTS),PENDING_VERIFICATION,PENDING_VERIFICATION,DOMAIN_CANONICAL,NO_MATCH,0.2261
Package006_Skills_and_Training,government_skill_schemes.csv,0dafa0d4-5f4c-41f8-b4c5-916a3f2a77ce,Skills Strengthening for Industrial Value Enhancement (STRIVE),PENDING_VERIFICATION,PENDING_VERIFICATION,DOMAIN_CANONICAL,NO_MATCH,0.1639
Package006_Skills_and_Training,government_skill_schemes.csv,7b0cfd38-162b-435b-8cfd-433347f63da8,SANKALP (Skill Acquisition and Knowledge Awareness for Livelihood Promotion),PENDING_VERIFICATION,PENDING_VERIFICATION,DOMAIN_CANONICAL,NO_MATCH,0.1524
Package006_Skills_and_Training,government_skill_schemes.csv,c6a8a509-48aa-4905-8cc1-38c759205b2c,Pradhan Mantri Dakshta Aur Kushalta Sampann Hitgrahi (PM-DAKSH) Yojana,PENDING_VERIFICATION,PENDING_VERIFICATION,DOMAIN_CANONICAL,NO_MATCH,0.2468
Package006_Skills_and_Training,government_skill_schemes.csv,cbf82431-ca5b-48cb-b8bc-5336e4ceae8a,Employment through Skills Training and Placement (EST&P) under DAY-NULM,PENDING_VERIFICATION,PENDING_VERIFICATION,DOMAIN_CANONICAL,NO_MATCH,0.1869
