id,name,ownership,affiliation,established_year,district,state,city,official_website,email,mbbs_seats,attached_teaching_hospital,departments_summary,government_scheme_coverage_summary,data_source,source_url,collection_date,confidence_score,verification_status,notes
8f896819-9ef5-457f-898d-9125783cb4e4,"Government Medical College, Karimnagar",Government,Kaloji Narayana Rao University of Health Sciences,2023,Karimnagar,Telangana,Karimnagar,https://www.gmcknr.com/,ugadmissiongmckarimnagar@gmail.com,100,"Government General Hospital, Karimnagar","General Medicine, Respiratory Medicine, General Surgery, Orthopaedics, Obstetrics & Gynaecology, Paediatrics, ENT, Ophthalmology, Dermatology (DVL), Psychiatry, Radiodiagnosis, Anaesthesiology, Emergency Medicine/CAS-ICU, Pathology, Microbiology, Biochemistry, Forensic Medicine, Community Medicine, Dental","Yes (Telangana Aarogyasri network - govt. hospital, included by default)",Official college website (gmcknr.com); aggregator corroboration,https://www.gmcknr.com/about-us.html ; https://www.gmcknr.com/,2026-07-22,88,VST-NEEDS_REVIEW,"Located in Kothapalli, Karimnagar; 100 MBBS seats reported by aggregator sources. | RC2: official admissions email (ugadmissiongmckarimnagar@gmail.com) and department list newly identified via aggregator/college contact-page sources."
9688b866-0e15-4813-9586-e333548b9aec,Deccan College of Medical Sciences,Private,Kaloji Narayana Rao University of Health Sciences,1985,Hyderabad,Telangana,Hyderabad,https://dcms.ac.in/,principaldcms@yahoo.com,150,Owaisi Hospital & Research Centre,"General Medicine, General Surgery, Obstetrics & Gynaecology, Paediatrics, Ophthalmology, ENT, Radiology, Dermatology, Microbiology, Psychiatry, Anaesthesiology, Pathology, Anatomy, Pharmacology, Physiology, Respiratory Medicine, SPM; super-specialty in Urology, Plastic Surgery, Cardiology, Neurology (29 PG departments total per aggregator)",PENDING_VERIFICATION,Wikipedia; official college website,https://en.wikipedia.org/wiki/Deccan_College_of_Medical_Sciences ; https://dcms.ac.in/,2026-07-22,88,VST-NEEDS_REVIEW,"Run by Darussalam Educational Trust; one of the oldest private medical colleges in Telangana. | RC2: mbbs_seats (150), principal's email, and department list corroborated via aggregator sources; two alternate domains (deccancollegeofmedicalsciences.com, deccanmedicalcollege.in) also surfaced alongside the existing verified dcms.ac.in - retained dcms.ac.in as primary."
72d068a9-22c5-4be2-bb5d-25ad2260264f,"Kamineni Institute of Medical Sciences, Narketpally",Private,Kaloji Narayana Rao University of Health Sciences,1999,Nalgonda,Telangana,Narketpally,https://www.kimsmedicalcollege.org/,PENDING_VERIFICATION,200,"Kamineni Hospital, Narketpally (1050-bed)","MD in General Medicine, Paediatrics, Anaesthesiology, Radiodiagnosis, Dermatology and other specialties across 22 PG departments; 1 super-specialty department; 1050-bed multi-specialty Kamineni Hospital",PENDING_VERIFICATION,Official college website; aggregator cross-check,https://www.kimsmedicalcollege.org/affiliation.htm,2026-07-22,88,VST-NEEDS_REVIEW,"First MBBS batch started 1999 with 100 students; promoted by Kamineni Education Society. | RC2: mbbs_seats (200) and department/PG figures corroborated. A 'dmetelangana@gmail.com' address surfaced repeatedly across many private-college listings - this is the Telangana Directorate of Medical Education's generic state counselling-authority address, NOT the college's own email, so it was deliberately excluded from the email field. Kamineni Hospital is referenced in a third-party 'Hospitals with Aarogyasri' compilation but this was not confirmed against the official Aarogyasri Health Care Trust portal, so scheme coverage is left PENDING_VERIFICATION rather than asserted."
0af88830-870e-4c5a-a028-87ebc3f3594f,Kamineni Academy of Medical Sciences & Research Centre,Private,Kaloji Narayana Rao University of Health Sciences,2013,Hyderabad,Telangana,Hyderabad (L.B. Nagar),https://www.kamsrc.com/,PENDING_VERIFICATION,150,"Kamineni Hospitals, L.B. Nagar",PENDING_VERIFICATION,PENDING_VERIFICATION,"Aggregator search snippets (medicalneetpg.com, medicalneetug.com)",https://medicalneetug.com/college/kamineni-academy-of-medical-sciences-research-center,2026-07-22,88,VST-NEEDS_REVIEW,"Distinct entity from Kamineni Institute of Medical Sciences, Narketpally (same promoter group, different campus). | RC2: official website (kamsrc.com) and mbbs_seats (150) newly identified/corroborated."
93ccc411-1d6e-45e4-8b87-7d4872d956cd,Mamata Medical College,Private,Kaloji Narayana Rao University of Health Sciences,1998,Khammam,Telangana,Khammam,https://mamatamedicalcollege.com/,PENDING_VERIFICATION,150,"Mamata General Hospital, Khammam","General Medicine, General Surgery, Obstetrics & Gynaecology, Orthopaedics, Paediatrics, ENT, Ophthalmology, Pulmonology, Dermatology, Psychiatry, Anaesthesiology, Radiology; para-clinical: Pathology, Microbiology, Biochemistry; super-specialty: Cardiology, Nephrology, Diabetology, Urology, Neurosurgery, Thoracic Surgery",PENDING_VERIFICATION,Wikipedia; official college website,https://en.wikipedia.org/wiki/Mamata_Medical_College ; https://mamatamedicalcollege.com/,2026-07-22,88,VST-NEEDS_REVIEW,Run by a registered educational trust; established 1998. | RC2: mbbs_seats recorded as 150 (predominant figure); one source cited 200 for MBBS and 134 for MD/MS which may reflect a scraping conflation of UG/PG figures - flagged as an unresolved minor variance.
4802d29a-cbf6-445f-b96d-31029f6e67c2,Bhaskar Medical College,Private,Kaloji Narayana Rao University of Health Sciences,2005,Ranga Reddy,Telangana,Yenkapally,https://www.bhaskarmedicalcollege.edu.in/,PENDING_VERIFICATION,150,"Bhaskar General Hospital, Yenkapally",PENDING_VERIFICATION,PENDING_VERIFICATION,"Aggregator search snippets (edufever, mbbscouncil)",https://mbbscouncil.com/listing/bhaskar-medical-college-yenkapally/,2026-07-22,88,VST-NEEDS_REVIEW,Official college domain not confirmed via search in this session. | RC2: official website and mbbs_seats (150) newly identified/corroborated this session.
f9a9edd4-4a67-49ca-9fee-5731686fb5f0,Chalmeda Anand Rao Institute of Medical Sciences,Private,Kaloji Narayana Rao University of Health Sciences,2003,Karimnagar,Telangana,Karimnagar,https://www.caims.in/,PENDING_VERIFICATION,150,"CAIMS Teaching Hospital, Karimnagar","General Medicine, General Surgery, Obstetrics & Gynaecology, Orthopaedics, Paediatrics, ENT, Ophthalmology, Pulmonology, Dermatology, Psychiatry, Anaesthesiology, Radiology; para-clinical: Pathology, Microbiology, Biochemistry; super-specialty: Urology, Nephrology, Medical/Surgical Oncology, Plastic Surgery, Neurology, Neurosurgery, Paediatric Surgery, Endocrinology, Vascular Surgery, Gastroenterology (Medical & Surgical), Cardiology",PENDING_VERIFICATION,Official college website (caims.in); aggregator cross-check,https://www.caims.in/ ; https://www.careers360.com/colleges/chalmeda-ananda-rao-institute-of-medical-sciences-karimnagar,2026-07-22,88,VST-NEEDS_REVIEW,"Also referred to as CAIMS; approved originally by Medical Council of India (predecessor of NMC). | RC2: mbbs_seats recorded as 150 (one source states 200, unresolved minor variance, flagged); department list corroborated via aggregator sources."
77c6dcf5-a4c1-4184-b05e-f441e204b5e4,Prathima Institute of Medical Sciences,Private,Kaloji Narayana Rao University of Health Sciences,2001,Karimnagar,Telangana,Karimnagar,https://prathimaeducation.org/,PENDING_VERIFICATION,200,"Prathima Hospital, Karimnagar","Mandatory rotating-internship departments: Medicine, Surgery, Paediatrics, Obstetrics & Gynaecology, Orthopedics; 19 PG disciplines (139 seats) across Clinical, Para-Clinical and Non-Clinical branches",PENDING_VERIFICATION,Aggregator search snippets; institution group website,https://prathimaeducation.org/ ; https://careermarg.com/college/prathima-institute-of-medical-sciences,2026-07-22,88,VST-NEEDS_REVIEW,"Run under Prathima Educational Society; distinct from newer 'Prathima Relief Institute of Medical Sciences, Hanamkonda' (est. 2022, not separately verified in this session). | RC2: mbbs_seats (200) and department/PG figures corroborated. The 'dmetelangana@gmail.com' address that surfaces for this college is the state DME counselling-authority address, not the college's own email, so email is left PENDING_VERIFICATION rather than populated with that generic address."
2244140b-91d1-42aa-a21b-30315d3806f2,MNR Medical College & Hospital,Private,Kaloji Narayana Rao University of Health Sciences,2001,Sangareddy,Telangana,Sangareddy,https://mnrmch.mnrindia.org/,p.mnrmc@mnrindia.org,150,"MNR General Hospital, Sangareddy",20 PG departments (93 seats) spanning major clinical specialties; diploma programs in allied health/paramedical fields,"Yes - MNR Medical College and Hospital, Sangareddy is explicitly named as an Aarogyasri-empanelled network hospital in Telangana per aggregator source",Official college website; aggregator cross-check,https://mnrmch.mnrindia.org/ ; https://rmgoe.org/study-india/mnr-medical-college-hospital-sangareddy,2026-07-22,88,VST-NEEDS_REVIEW,"RC2: mbbs_seats (150), email, department figures and Aarogyasri empanelment status corroborated this session."
4ebe8ba9-0539-4e99-9609-1cfbcc0fc3c8,SVS Medical College,Private,Kaloji Narayana Rao University of Health Sciences,1999,Mahabubnagar,Telangana,Mahabubnagar,https://svsmch.com/,PENDING_VERIFICATION,150,"SVS General Hospital, Mahabubnagar",PENDING_VERIFICATION,PENDING_VERIFICATION,"Aggregator search snippets (edufever, collegedunia)",https://www.edufever.com/svsmc-mahbubnagar/,2026-07-22,86,VST-NEEDS_REVIEW,"CONFLICT: one aggregator (edufever) lists affiliation as 'Dr. NTR University of Health Sciences, Vijayawada', which is the Andhra Pradesh university, not applicable to a Mahabubnagar (Telangana) college; this is very likely an aggregator error and the true affiliation is almost certainly KNRUHS, but left as reported with a flag since it could not be independently corroborated this session. Confidence lowered accordingly. | RC2 CONFLICT RESOLVED: RC1 flagged a possible aggregator error listing affiliation as 'Dr. NTR University of Health Sciences, Vijayawada' (the Andhra Pradesh university), which was geographically implausible for a Mahabubnagar, Telangana college. Multiple current sources (careermarg, medicalneetug, and others) now consistently and explicitly confirm affiliation to Kaloji Narayana Rao University of Health Sciences (KNRUHS), Warangal - Telangana's own health university. Affiliation field corrected accordingly and confidence raised from 78 to 86. Official website (svsmch.com) and mbbs_seats (150) also newly corroborated."
c07bc5ef-f4dc-43ed-9e6b-ef788447144b,Malla Reddy Institute of Medical Sciences,Private,Malla Reddy Vidyapeeth (Deemed-to-be-University),2012,Medchal-Malkajgiri,Telangana,Hyderabad (Suraram),https://mrims.edu.in/,PENDING_VERIFICATION,200,Malla Reddy Narayana Multispecialty Hospital,PENDING_VERIFICATION,PENDING_VERIFICATION,Wikipedia; official college website,https://en.wikipedia.org/wiki/Malla_Reddy_Institute_of_Medical_Sciences ; https://mrims.edu.in/,2026-07-22,88,VST-NEEDS_REVIEW,"Affiliated to Malla Reddy Vidyapeeth, a private deemed university, not directly to KNRUHS state counselling for all seats - noted as an exception to the standard state-university affiliation model. | RC2: mbbs_seats (200) corroborated this session."
1f9f16ca-2075-4ca2-8418-11f4b11b14c1,Maheshwara Medical College and Hospital,Private,Kaloji Narayana Rao University of Health Sciences,2016,Sangareddy,Telangana,Patancheru,PENDING_VERIFICATION,info@maheshwaramedical.com,150,"Maheshwara Hospital, Patancheru","General Medicine, General Surgery, Obstetrics & Gynaecology, Orthopaedics, Paediatrics, ENT, Ophthalmology, Pulmonology, Dermatology, Psychiatry, Anaesthesiology, Radiology; para-clinical: Pathology, Microbiology, Biochemistry",PENDING_VERIFICATION,Wikipedia,https://en.wikipedia.org/wiki/Maheshwara_Medical_College_and_Hospital,2026-07-22,88,VST-NEEDS_REVIEW,150 MBBS seats reported in secondary aggregator research; treat as indicative given yearly seat variability. | RC2: mbbs_seats (150) reconfirmed independently this session; email and department list newly identified.
5649eb7e-f995-49c4-b0f3-5eb8f9dc230e,Ayaan Institute of Medical Sciences,Private,Kaloji Narayana Rao University of Health Sciences,2018,Ranga Reddy,Telangana,Moinabad (Kanaka Mamidi),https://aimshyd.in/,PENDING_VERIFICATION,150,"Ayaan Global Hospital, Moinabad",PENDING_VERIFICATION,PENDING_VERIFICATION,Wikipedia,https://en.wikipedia.org/wiki/Ayaan_Institute_of_Medical_Sciences,2026-07-22,88,VST-NEEDS_REVIEW,"150 MBBS seats reported (first intake); treat as indicative given yearly seat variability. | RC2: mbbs_seats (150) reconfirmed independently this session; official website (aimshyd.in) newly identified. Aggregator source states the college has not yet started PG/super-specialty courses, so no further named clinical departments beyond the standard MBBS curriculum could be corroborated - departments_summary left PENDING_VERIFICATION. The 'dmetelangana@gmail.com' surfaced is the state DME counselling-authority address, not the college's own, so excluded from email."
82129221-2bec-4b90-a473-b91cfa485a3b,Andhra Medical College,Government,Dr. NTR University of Health Sciences,1923,Visakhapatnam,Andhra Pradesh,Visakhapatnam,https://amc.edu.in/,PENDING_VERIFICATION,250,"King George Hospital (KGH), Visakhapatnam","General Medicine, General Surgery, Paediatrics, Ophthalmology, Orthopaedics, Anaesthesiology, Pathology, Pharmacology, Community Medicine; DM: Cardiology, Neurology, Nephrology, Endocrinology, Gastroenterology; M.Ch: Neurosurgery, Cardiothoracic Surgery, Urology, Paediatric Surgery, Plastic Surgery","Yes (Dr. NTR Vaidya Seva network - govt. hospital, included by default; scheme renamed from Dr. YSR Aarogyasri in 2024)",Wikipedia; official college website,https://en.wikipedia.org/wiki/Andhra_Medical_College ; https://amc.edu.in/about-us/,2026-07-22,88,VST-NEEDS_REVIEW,"Oldest medical college in Andhra Pradesh and sixth-oldest in India; formally opened 19 July 1923; KGH inaugurated same day as its teaching hospital. | RC2: mbbs_seats (250) and department list corroborated. One aggregator lists affiliation as 'Dr. YSR University of Health Sciences (YSRUHS)' - this reflects the university's 2019-2024 name; it was renamed back to Dr. NTR University of Health Sciences in July 2024 (Amendment Bill), which is the current (2026) official name, so the existing 'Dr. NTR University of Health Sciences' value is retained and confirmed correct."
f9a77c2b-bb50-48d5-9233-320bb2020e9f,Guntur Medical College,Government,Dr. NTR University of Health Sciences,1946,Guntur,Andhra Pradesh,Guntur,https://gunturmedicalcollege.edu.in/,PENDING_VERIFICATION,250,"Government General Hospital, Guntur","Pre-clinical: Anatomy, Biochemistry, Physiology, Pharmacology, Microbiology, Forensic Medicine, Pathology, SPM; Clinical (hospital campus): Emergency Medicine, Internal Medicine, Paediatrics, Cardiology, Neurology, Venereology, Dermatology, Nephrology, Gastroenterology, Radiodiagnosis, Radiotherapy, Psychiatry, Anaesthesiology, Surgery, Orthopaedics, ENT, Plastic Surgery, Paediatric Surgery, Urology, Neurosurgery, Ophthalmology, Dentistry, Obstetrics & Gynaecology","Yes (Dr. NTR Vaidya Seva network - govt. hospital, included by default; scheme renamed from Dr. YSR Aarogyasri in 2024)",Wikipedia; indcareer.com,https://en.wikipedia.org/wiki/Guntur_Medical_College,2026-07-22,88,VST-NEEDS_REVIEW,"One of the oldest govt. medical colleges in coastal Andhra. | RC2: official website (gunturmedicalcollege.edu.in), mbbs_seats (250) and a detailed department list corroborated via the college's own published MBBS admission-batch PDF and aggregator cross-checks. A 'dmegoap@yahoo.co.in' address surfaced for this and several other AP colleges - this is the AP Directorate of Medical Education's generic counselling-authority address, not the college's own, so email left PENDING_VERIFICATION."
