id,name,category,ownership,managing_organization,district,state,city,address,official_website,contact_number,email,bed_capacity,medical_college_affiliation,teaching_status,specialties_summary,available_services_summary,government_scheme_coverage_summary,emergency_services,data_source,source_url,collection_date,confidence_score,verification_status,notes
590e6424-d40c-4c66-9a23-d66b3824f706,"Government General Teaching Hospital, Siddipet",Teaching Hospital,State Government,"Directorate of Medical Education, Telangana",Siddipet,Telangana,Siddipet,"Survey No 54, Ensanpalli village, Siddipet District, Telangana",gmcsiddipet.org,PENDING_VERIFICATION,gghsdpt502103@gmail.com,300 (upgraded from 100 beds in 2019),"Government Medical College, Siddipet",Teaching,PENDING_VERIFICATION,PENDING_VERIFICATION,PENDING_VERIFICATION,PENDING_VERIFICATION,gmcsiddipet.org (via WebSearch snippet),https://gmcsiddipet.org/about/gmc-siddipet/,2026-07-22,85,VST-NEEDS_REVIEW,"Performs ~16 major and 52 minor operations/day per source; 8 operation theatres. [RC2] Official contact email found via gmcsiddipet.org 'Hospital & College Numbers' page. A more specific address ('Near Komati Cheruvu, Siddipet') surfaced across multiple aggregators; treated as consistent with/supplementary to the existing recorded address rather than a conflict."
5da0d758-8e48-4506-857b-1d0d332d48c2,"Government General Hospital, Nalgonda",Teaching Hospital,State Government,"Directorate of Medical Education, Telangana",Nalgonda,Telangana,Nalgonda,"Gollaguda village, Nalgonda town, Telangana (near RTC Bus Stand)",PENDING_VERIFICATION,9000227700,gghnlg2019@gmail.com,300+,"Government Medical College, Nalgonda",Teaching,PENDING_VERIFICATION,PENDING_VERIFICATION,PENDING_VERIFICATION,Yes,Aggregator college-listing sites (via WebSearch snippets),https://www.themedicalcounselling.com/doctor/government-medical-college-nalgonda,2026-07-22,87,VST-NEEDS_REVIEW,"24x7 emergency with OPD/IP confirmed per secondary source; primary govt source not directly verified. [RC2] Contact number and email found (Medical Superintendent Dr. Aruna Kumari); address corroborated ('Near Bustand, Gollaguda, Nalgonda 508001') consistent with existing recorded address."
66ccce14-cc98-41e7-8015-ee83c34a457a,"Government General Hospital, Yadadri Bhuvanagiri (Bhongir)",Teaching Hospital,State Government,"Directorate of Medical Education, Telangana",Yadadri Bhuvanagiri,Telangana,Bhongir,"Pagdipally village, Bhongir mandal, Yadadri Bhuvanagiri, Telangana 508116",gmcyadadri.org,08685-242577,PENDING_VERIFICATION,220,"Government Medical College, Yadadri",Teaching,PENDING_VERIFICATION,PENDING_VERIFICATION,PENDING_VERIFICATION,PENDING_VERIFICATION,gmcyadadri.org (via WebSearch snippet),https://gmcyadadri.org/contact-us/,2026-07-22,84,VST-NEEDS_REVIEW,"Newest GMC, established 2024, first academic session 2024-25. [RC2] A 'Government Hospital, Bhongir' listing with contact msahbngr@gmail.com / 7702131479 surfaced, but this appears to reference a separate town-level facility, not the GMC-attached teaching hospital at Pagdipally village recorded in this row; not applied to avoid conflating two distinct facilities."
dc3d3c32-4cd7-436d-aff2-00ab5e69f76e,"Government General Hospital, Jagtial",Teaching Hospital,State Government,"Directorate of Medical Education, Telangana",Jagtial,Telangana,Jagtial,"Survey No. 166, Dharur Camp, Jagtial District, Telangana 505327",PENDING_VERIFICATION,PENDING_VERIFICATION,PENDING_VERIFICATION,500,"Government Medical College, Jagtial",Teaching,PENDING_VERIFICATION,24/7 emergency services; blood bank; OPD and IPD facilities,PENDING_VERIFICATION,Yes,"Aggregator college-listing sites (moksh16.com, careers360.com) via WebSearch snippets",https://www.moksh16.com/government-medical-college-jagtial,2026-07-22,85,VST-NEEDS_REVIEW,"Also note a pre-existing 'Area Hospital, Jagtial' facility referenced in Medindia listing may be the same site upgraded, or a distinct older facility -- not fully disambiguated. [RC2] 500-bed figure and 24/7 emergency/blood bank/OPD-IPD reconfirmed via jagtial.telangana.gov.in and secondary sources. The pre-existing 'Govt Civil Hospital, Jagtial' (near Old Bus Stand) vs. GMC-affiliated teaching hospital (Dharur Camp) naming ambiguity noted in RC1 remains unresolved; treated as the same disambiguation issue already flagged."
a09c7bcb-90ac-477f-99b1-e3e5e7e9fc02,"Government General Hospital, Sangareddy",Teaching Hospital,State Government,"Directorate of Medical Education, Telangana",Sangareddy,Telangana,Sangareddy,"Netaji Nagar, opposite Town Police Station, Sangareddy, Telangana",PENDING_VERIFICATION,PENDING_VERIFICATION,PENDING_VERIFICATION,300-500 (sources conflict),"Government Medical College, Sangareddy",Teaching,PENDING_VERIFICATION,PENDING_VERIFICATION,PENDING_VERIFICATION,PENDING_VERIFICATION,Aggregator college-listing sites via WebSearch snippets,"https://en.wikipedia.org/wiki/Government_Medical_College,_Sangareddy",2026-07-22,82,VST-NEEDS_REVIEW,"Bed capacity reported inconsistently (300+ vs 500+) across secondary sources. [RC2] CONFLICT: further address variants surfaced this pass — 'Indra Colony, Ahmed Nagar, Sangareddy' (Practo) and 'Tadlapalle, Sangareddy' (District Government Hospital, per Justdial/Mappls/sangareddy.telangana.gov.in) — in addition to this row's existing 'Netaji Nagar, opposite Town Police Station' address. Likely reflects the same category-churn/multi-facility ambiguity already flagged in RC1; not resolved with search-only access. Original address retained."
bb5e0cdf-e9c4-4cfd-ac65-0a746b6b033c,"Government General Hospital, Vikarabad",Teaching Hospital,State Government,"Directorate of Medical Education, Telangana",Vikarabad,Telangana,Vikarabad,"Biladakala, Alampally, Vikarabad, Telangana 501101",gmcvikarabad.ac.in,+91-9667542500,gmc.vikarabad@gmail.com,500+,"Government Medical College, Vikarabad",Teaching,PENDING_VERIFICATION,PENDING_VERIFICATION,PENDING_VERIFICATION,Yes,gmcvikarabad.ac.in (via WebSearch snippet),https://gmcvikarabad.ac.in/,2026-07-22,87,VST-NEEDS_REVIEW,Email contact found: gmc.vikarabad@gmail.com [RC2] Email address (previously noted only in the notes column in RC1) moved into the new `email` column. 24x7 emergency services and 500+ bed capacity reconfirmed. An alternate phone number (+91 63013 40587) surfaced; existing contact_number retained since it was already corroborated in RC1.
0f2b2384-f671-4725-a42d-3f4158dc9a01,"Government General Hospital, Nagarkurnool",Teaching Hospital,State Government,"Directorate of Medical Education, Telangana",Nagarkurnool,Telangana,Nagarkurnool,"Survey No. 237, Uyyalawada village, Nagarkurnool, Telangana",gmcnagarkurnool.org,PENDING_VERIFICATION,PENDING_VERIFICATION,300+,"Government Medical College, Nagarkurnool",Teaching,PENDING_VERIFICATION,"General medicine, surgery, paediatrics, obstetrics & gynaecology, and emergency care departments",PENDING_VERIFICATION,Yes,gmcnagarkurnool.org (via WebSearch snippet),https://gmcnagarkurnool.org/,2026-07-22,85,VST-NEEDS_REVIEW," [RC2] 300+ bed capacity and department list reconfirmed via gmcnagarkurnool.org and district sources. Aarogyasri mentioned only as general district-level context, not a hospital-specific empanelment confirmation, so left PENDING_VERIFICATION."
301c22cb-fe67-4219-925a-ba12081866ac,"Government General Hospital, Khammam",Teaching Hospital,State Government,"Directorate of Medical Education, Telangana",Khammam,Telangana,Khammam,"Old Collector Building, ZP Center, Khammam, Telangana 507002",gmckhammam.org,+91-8742255233 / +91-9490773292 / +91-9985343292,gmc.khammam@gmail.com,750 (incl. 150-bed Mother & Child Hospital wing and 50-bed palliative care unit),"Government Medical College, Khammam",Teaching,PENDING_VERIFICATION,PENDING_VERIFICATION,PENDING_VERIFICATION,PENDING_VERIFICATION,gmckhammam.org (via WebSearch snippet),https://gmckhammam.org/government-general-hospital/,2026-07-22,88,VST-NEEDS_REVIEW,"Also referenced elsewhere as 'District Headquarters Hospital, Khammam' prior to GMC upgrade. [RC2] Address, contact numbers, and email confirmed via gmckhammam.org official site, resolving prior PENDING fields. 750-bed breakdown (150 MCH + 50 Palliative + 20 Dialysis) reconfirmed."
8ac26dc3-a0b1-42bc-b728-a74a1fb66c87,"District Hospital, Karimnagar",District Hospital,State Government,Telangana Vaidya Vidhana Parishad,Karimnagar,Telangana,Karimnagar,"Near Manchiryal Chowrastha, Adarsh Nagar, Karimnagar, Telangana 505001",karimnagar.telangana.gov.in,PENDING_VERIFICATION,PENDING_VERIFICATION,500 (350 main hospital + 150 Mother & Child Health Centre),None,Non-Teaching,PENDING_VERIFICATION,"Emergency operation theatre and ward, diagnostic facilities, 10-bed Dialysis Unit, 15-bed ICU/Trauma Care Centre",PENDING_VERIFICATION,Yes,karimnagar.telangana.gov.in (via WebSearch snippet),https://karimnagar.telangana.gov.in/departments/district-hospital-karimnagar/,2026-07-22,88,VST-NEEDS_REVIEW,"Under administrative control of Superintendent, District Headquarters Hospital, Karimnagar (TVVP). [RC2] Address, bed capacity, and emergency-service details found via karimnagar.telangana.gov.in, resolving several prior PENDING fields."
b229bc8f-69d9-414e-969d-b17bcfc96a74,"Area Hospital, Bhadrachalam",Area Hospital,State Government,Telangana Vaidya Vidhana Parishad,Bhadradri Kothagudem,Telangana,Bhadrachalam,"Kunavaram Road, Bhadrachalam, Bhadradri Kothagudem, Telangana 507111",PENDING_VERIFICATION,PENDING_VERIFICATION,PENDING_VERIFICATION,100-200 (sources vary; TVVP Area Hospital band),None,Non-Teaching,"Obstetrics & Gynaecology, Paediatrics, Anaesthesia, General Medicine, General Surgery, ENT, Orthopaedics, Ophthalmology, Pathology, Dental",PENDING_VERIFICATION,"Ayushman Bharat PM-JAY (empanelled, per Drlogy PM-JAY hospital directory)",PENDING_VERIFICATION,kothagudem.telangana.gov.in (via WebSearch snippet),https://kothagudem.telangana.gov.in/vaidya-vidhana-parishad/,2026-07-22,88,VST-NEEDS_REVIEW,"One of 7 TVVP hospitals listed for Bhadradri Kothagudem district (Area Hospitals at Bhadrachalam, Manuguru, Aswaraopeta, Yellandu). [RC2] Address, approximate bed band, specialty list, and PM-JAY empanelment found via NHSRC facility record and Drlogy/Medindia listings."
dbbcd77e-b91e-4320-8ad0-5405bdc3f504,"Area Hospital, Manuguru",Area Hospital,State Government,Telangana Vaidya Vidhana Parishad,Bhadradri Kothagudem,Telangana,Manuguru,"Pilot Colony, Manuguru, Telangana 507117",PENDING_VERIFICATION,PENDING_VERIFICATION,PENDING_VERIFICATION,100-200 (sources vary; TVVP Area Hospital band),None,Non-Teaching,"Obstetrics & Gynaecology, Paediatrics, Anaesthesia, General Medicine, General Surgery, ENT, Orthopaedics, Ophthalmology, Pathology, Dental (standard TVVP Area Hospital service description per source; not independently itemized for this specific facility)",PENDING_VERIFICATION,PENDING_VERIFICATION,PENDING_VERIFICATION,kothagudem.telangana.gov.in (via WebSearch snippet),https://kothagudem.telangana.gov.in/vaidya-vidhana-parishad/,2026-07-22,85,VST-NEEDS_REVIEW,"Listed as one of the TVVP Area Hospitals for Bhadradri Kothagudem district. [RC2] Address and approximate bed band found via search; specialty list appears to be a standard TVVP Area-Hospital template repeated across multiple similarly-sized facilities rather than a hospital-specific department list, flagged accordingly."
2a83ca6f-8d4b-45f2-836b-c4eb87ef23fb,"Area Hospital, Aswaraopeta",Area Hospital,State Government,Telangana Vaidya Vidhana Parishad,Bhadradri Kothagudem,Telangana,Aswaraopeta,PENDING_VERIFICATION,PENDING_VERIFICATION,PENDING_VERIFICATION,PENDING_VERIFICATION,PENDING_VERIFICATION,None,Non-Teaching,PENDING_VERIFICATION,PENDING_VERIFICATION,PENDING_VERIFICATION,PENDING_VERIFICATION,kothagudem.telangana.gov.in (via WebSearch snippet),https://kothagudem.telangana.gov.in/vaidya-vidhana-parishad/,2026-07-22,80,VST-NEEDS_REVIEW,"Listed as one of the TVVP Area Hospitals for Bhadradri Kothagudem district. [RC2] Re-searched; no new corroborated facts found beyond RC1 (search results returned only generic Aswaraopeta town/mandal information, no hospital-specific address/bed/contact data). Row left otherwise unchanged; collection_date updated to reflect the re-verification attempt."
aef1d572-cbd3-49f0-8eaa-460db387bdde,"Area Hospital, Yellandu",Area Hospital,State Government,Telangana Vaidya Vidhana Parishad,Bhadradri Kothagudem,Telangana,Yellandu,"Indira Nagar, Yellandu, Khammam district, Telangana 507123",PENDING_VERIFICATION,PENDING_VERIFICATION,PENDING_VERIFICATION,100-200 (sources vary; TVVP Area Hospital band),None,Non-Teaching,"Obstetrics & Gynaecology, Paediatrics, Anaesthesia, General Medicine, General Surgery, ENT, Orthopaedics, Ophthalmology, Pathology, Dental (standard TVVP Area Hospital service description per source; not independently itemized for this specific facility)",PENDING_VERIFICATION,PENDING_VERIFICATION,PENDING_VERIFICATION,kothagudem.telangana.gov.in (via WebSearch snippet),https://kothagudem.telangana.gov.in/vaidya-vidhana-parishad/,2026-07-22,85,VST-NEEDS_REVIEW,"Listed as one of the TVVP Area Hospitals for Bhadradri Kothagudem district. [RC2] Address and approximate bed band found. A phone number (9491145022) surfaced for 'Area Hospital SCCL Yellandu' — this appears to be a Singareni Collieries (SCCL) company hospital rather than the TVVP government Area Hospital recorded in this row, so contact_number left PENDING_VERIFICATION to avoid conflating two distinct facilities."
4bec63d2-2dbe-40ce-b0ec-8b6bdd2a0bc5,"Area Hospital, Mahabubabad",Area Hospital,State Government,Telangana Vaidya Vidhana Parishad,Mahabubabad,Telangana,Mahabubabad,"2-1-47/45/1B, Ambedkar Nagar, Hastinapuram, Mahabubabad, Telangana 506101 (an alternate source lists near Balpala Bus Stop, Balpala village, Kuravi mandal, 506105)",mahabubabad.telangana.gov.in,PENDING_VERIFICATION,PENDING_VERIFICATION,"PENDING_VERIFICATION (COVID-era ad hoc wards reported: 10-bed isolation, 2-bed ICU, 20-bed SNCU, 5-bed dialysis)",None,Non-Teaching,PENDING_VERIFICATION,PENDING_VERIFICATION,PENDING_VERIFICATION,PENDING_VERIFICATION,mahabubabad.telangana.gov.in (via WebSearch snippet),https://mahabubabad.telangana.gov.in/area-hospital/,2026-07-22,80,VST-NEEDS_REVIEW,"CONFLICT: two different addresses appear across mahabubabad.telangana.gov.in pages ('Area Hospital' vs 'Area Govt. Hospital') and a third-party aggregator (aarogya.us) -- could be two distinct facilities (main Area Hospital in Mahabubabad town vs a sub-facility in Kuravi mandal). Not resolved with available search access. [RC2] Additional conflicting bed-count figure found this pass: one source states 'District Hospital Mahabubabad has 54 total beds,' which conflicts further with the ad hoc COVID-era ward counts already recorded (10-bed isolation/2-bed ICU/20-bed SNCU/5-bed dialysis) and does not resolve the pre-existing two-address conflict. SNCU (20-bed) and Dialysis (5-bed) department nodal-officer phone numbers were found but are departmental, not general hospital lines, so contact_number left unchanged. Confidence held at prior level given the unresolved/worsening conflict; collection_date updated to reflect the re-verification attempt."
a2e54482-303d-4bcc-b940-743e21fab083,"District Hospital, Kamareddy",District Hospital,State Government,Telangana Vaidya Vidhana Parishad,Kamareddy,Telangana,Kamareddy,PENDING_VERIFICATION,kamareddy.telangana.gov.in,PENDING_VERIFICATION,PENDING_VERIFICATION,PENDING_VERIFICATION,None,Non-Teaching,PENDING_VERIFICATION,PENDING_VERIFICATION,PENDING_VERIFICATION,PENDING_VERIFICATION,kamareddy.telangana.gov.in (via WebSearch snippet),https://kamareddy.telangana.gov.in/public-utility/government-hospital/,2026-07-22,82,VST-NEEDS_REVIEW," [RC2] General existence and Aarogyasri district relevance reconfirmed via kamareddy.telangana.gov.in; two Dialysis Centres under PPP reported for 'Government Hospitals in Kamareddy District' generally, but not confirmed as specific to this District Hospital vs. other facilities in the district, so not added to services_summary. Address/contact/bed capacity remain PENDING_VERIFICATION."
6d24b935-3b30-43bf-82c1-db45fa66b8bb,"Area Hospital, Domakonda",Area Hospital,State Government,Telangana Vaidya Vidhana Parishad,Kamareddy,Telangana,Domakonda,"Domakonda Mandal, Kamareddy district, Telangana 503123",PENDING_VERIFICATION,9440135380,chncdomakonda@gmail.com,PENDING_VERIFICATION,None,Non-Teaching,PENDING_VERIFICATION,PENDING_VERIFICATION,PENDING_VERIFICATION,PENDING_VERIFICATION,WebSearch aggregate summary referencing Kamareddy district facilities,https://kamareddy.telangana.gov.in/public-utility-category/hospitals/,2026-07-22,85,VST-NEEDS_REVIEW,"Lower confidence: identified only via search-engine synthesized summary, not directly viewed page content. [RC2] Address, contact number and email found via the official kamareddy.telangana.gov.in directory, resolving several prior PENDING fields."
