relationship_id,from_entity,relationship_type,to_entity,confidence,provenance_package,provenance_dataset,provenance_row_id,derived_at,notes
vwr:000027,vw:district:ranga-reddy,LOCATED_IN,vw:state:telangana,88,Package001_Geography,district.csv,d5eb8f6c-0a30-482b-a66b-b71ef0807c3d,2026-08-28,
vwr:000028,vw:district:vikarabad,LOCATED_IN,vw:state:telangana,88,Package001_Geography,district.csv,2f88f1aa-4e27-42e9-b163-09372b546552,2026-08-28,
vwr:000029,vw:district:narayanpet,LOCATED_IN,vw:state:telangana,88,Package001_Geography,district.csv,ad8a2cd7-e5a2-478a-88cc-c53c24d06f7e,2026-08-28,
vwr:000030,vw:district:mahabubnagar,LOCATED_IN,vw:state:telangana,88,Package001_Geography,district.csv,a762e29d-b3f4-4049-8eab-482792b30100,2026-08-28,
vwr:000031,vw:district:nagarkurnool,LOCATED_IN,vw:state:telangana,88,Package001_Geography,district.csv,37adc172-0f7b-4669-a8dc-303cff89b502,2026-08-28,
vwr:000032,vw:district:wanaparthy,LOCATED_IN,vw:state:telangana,88,Package001_Geography,district.csv,88ed3461-7af3-47c0-8dba-1fd58bcdb4f4,2026-08-28,
vwr:000033,vw:district:jogulamba-gadwal,LOCATED_IN,vw:state:telangana,88,Package001_Geography,district.csv,9cce7f5b-ce3f-4bb0-87c4-32567b1198a4,2026-08-28,
vwr:000034,vw:district:srikakulam,LOCATED_IN,vw:state:andhra-pradesh,75,Package001_Geography,district.csv,709ae67e-2e80-4ff2-9457-def43c3a75df,2026-08-28,
vwr:000035,vw:district:parvathipuram-manyam,LOCATED_IN,vw:state:andhra-pradesh,75,Package001_Geography,district.csv,f49867e4-4272-4e38-9918-7da19fc95b32,2026-08-28,
vwr:000036,vw:district:vizianagaram,LOCATED_IN,vw:state:andhra-pradesh,75,Package001_Geography,district.csv,473e5bdb-d08a-4873-9942-d3fe0fb907f6,2026-08-28,
vwr:000037,vw:district:visakhapatnam,LOCATED_IN,vw:state:andhra-pradesh,75,Package001_Geography,district.csv,88e201e0-7157-42e7-8c49-78dd22d1e70c,2026-08-28,
vwr:000038,vw:district:alluri-sitharama-raju,LOCATED_IN,vw:state:andhra-pradesh,75,Package001_Geography,district.csv,e2766aff-1f71-4401-93ba-4ba8bc3d8ab6,2026-08-28,
vwr:000039,vw:district:anakapalli,LOCATED_IN,vw:state:andhra-pradesh,75,Package001_Geography,district.csv,43940937-d49d-46bc-bf31-336bdb8d0072,2026-08-28,
vwr:000040,vw:district:polavaram,LOCATED_IN,vw:state:andhra-pradesh,55,Package001_Geography,district.csv,10ba356d-0289-482f-bc5d-55ee7adfa9c8,2026-08-28,
vwr:000041,vw:district:kakinada,LOCATED_IN,vw:state:andhra-pradesh,75,Package001_Geography,district.csv,160b4158-b8e3-4f38-ba85-0f9de408b39d,2026-08-28,
vwr:000042,vw:district:east-godavari,LOCATED_IN,vw:state:andhra-pradesh,75,Package001_Geography,district.csv,3f5f2e8a-a13d-4889-a0d0-8f558d20c245,2026-08-28,
vwr:000043,vw:district:dr-b-r-ambedkar-konaseema,LOCATED_IN,vw:state:andhra-pradesh,75,Package001_Geography,district.csv,a4804fbb-e644-4101-ae56-95195a25c3d9,2026-08-28,
vwr:000044,vw:district:eluru,LOCATED_IN,vw:state:andhra-pradesh,75,Package001_Geography,district.csv,652ea484-ad9d-4056-8cbf-283b982cfd01,2026-08-28,
vwr:000045,vw:district:west-godavari,LOCATED_IN,vw:state:andhra-pradesh,75,Package001_Geography,district.csv,29b87be3-4ff3-4325-87aa-d47a52501239,2026-08-28,
vwr:000046,vw:district:ntr,LOCATED_IN,vw:state:andhra-pradesh,75,Package001_Geography,district.csv,1cb600af-8640-465f-a1ab-cfcdbd38c7db,2026-08-28,
vwr:000047,vw:district:krishna,LOCATED_IN,vw:state:andhra-pradesh,75,Package001_Geography,district.csv,71aa6838-7eb7-4a91-b09f-ccf59cffa4fb,2026-08-28,
vwr:000048,vw:district:palnadu,LOCATED_IN,vw:state:andhra-pradesh,75,Package001_Geography,district.csv,a78da0a5-99d5-4729-a7f5-f6972fb28978,2026-08-28,
vwr:000049,vw:district:guntur,LOCATED_IN,vw:state:andhra-pradesh,75,Package001_Geography,district.csv,d5299947-775b-49ed-9ddf-68116cd4ea31,2026-08-28,
vwr:000050,vw:district:bapatla,LOCATED_IN,vw:state:andhra-pradesh,75,Package001_Geography,district.csv,56dfdd26-8e65-456f-a2a9-f32b079748fa,2026-08-28,
vwr:000051,vw:district:prakasam,LOCATED_IN,vw:state:andhra-pradesh,75,Package001_Geography,district.csv,5645ff67-1c01-4b3b-95ae-2506cc7eaa2c,2026-08-28,
vwr:000052,vw:district:markapuram,LOCATED_IN,vw:state:andhra-pradesh,65,Package001_Geography,district.csv,e95d3496-9cc2-4d39-ac93-ea7827089418,2026-08-28,
vwr:000053,vw:district:sri-potti-sriramulu-nellore,LOCATED_IN,vw:state:andhra-pradesh,75,Package001_Geography,district.csv,e472f701-3d26-4bc2-a5f0-d811ca5d042e,2026-08-28,
vwr:000054,vw:district:kurnool,LOCATED_IN,vw:state:andhra-pradesh,75,Package001_Geography,district.csv,b35798a9-d3a2-4ff0-b330-b3a1199c4551,2026-08-28,
vwr:000055,vw:district:nandyal,LOCATED_IN,vw:state:andhra-pradesh,75,Package001_Geography,district.csv,6e0bd6d7-c4cd-47cb-a568-3859d7f584f5,2026-08-28,
vwr:000056,vw:district:ananthapuramu,LOCATED_IN,vw:state:andhra-pradesh,75,Package001_Geography,district.csv,155d1569-c077-4433-b4e0-6ceadfd0622a,2026-08-28,
vwr:000057,vw:district:sri-sathya-sai,LOCATED_IN,vw:state:andhra-pradesh,75,Package001_Geography,district.csv,edca209e-ddf4-423c-bf22-ddf359bc576d,2026-08-28,
vwr:000058,vw:district:ysr-kadapa,LOCATED_IN,vw:state:andhra-pradesh,75,Package001_Geography,district.csv,f0de900a-6a79-45cc-aed2-01d31752edea,2026-08-28,
vwr:000059,vw:district:annamayya,LOCATED_IN,vw:state:andhra-pradesh,75,Package001_Geography,district.csv,573f08b6-ac9a-4025-8cf5-4803690b7651,2026-08-28,
vwr:000060,vw:district:tirupati,LOCATED_IN,vw:state:andhra-pradesh,75,Package001_Geography,district.csv,db24bd82-9d6f-4b3c-afdf-7961543769f4,2026-08-28,
vwr:000061,vw:district:chittoor,LOCATED_IN,vw:state:andhra-pradesh,75,Package001_Geography,district.csv,c3a879b3-f320-47ec-8104-d1c8137b672a,2026-08-28,
vwr:000062,vw:state:telangana,LOCATED_IN,vw:country:india,85,Package001_Geography,state.csv,ea529eee-b05d-46b5-b556-c0b70c8e2186,2026-08-28,
vwr:000063,vw:state:andhra-pradesh,LOCATED_IN,vw:country:india,80,Package001_Geography,state.csv,4be0a0a0-5a89-418a-b699-356a073c7418,2026-08-28,
vwr:000064,vw:institution:osmania-university,LOCATED_IN,vw:district:hyderabad,80,Package002_Education,universities_telangana_andhra_pradesh.csv,937b69b2-c808-4432-82a8-40c39ee0d038,2026-08-28,
vwr:000065,vw:institution:kakatiya-university,LOCATED_IN,vw:district:hanumakonda,76,Package002_Education,universities_telangana_andhra_pradesh.csv,2ed46023-bd75-4442-952b-9b8d06dec6f5,2026-08-28,
vwr:000066,vw:institution:jawaharlal-nehru-technological-university-hyderabad,LOCATED_IN,vw:district:hyderabad,80,Package002_Education,universities_telangana_andhra_pradesh.csv,11aec6c8-707c-4f14-939e-c451e18d3d88,2026-08-28,
vwr:000067,vw:institution:university-of-hyderabad,LOCATED_IN,vw:district:hyderabad,82,Package002_Education,universities_telangana_andhra_pradesh.csv,372d53cd-e3c3-415c-8ca6-a6d17d28ee07,2026-08-28,
vwr:000068,vw:institution:maulana-azad-national-urdu-university,LOCATED_IN,vw:district:hyderabad,80,Package002_Education,universities_telangana_andhra_pradesh.csv,c3320dc0-bbc5-4bed-a081-8e7d39a8c832,2026-08-28,
vwr:000069,vw:institution:english-and-foreign-languages-university,LOCATED_IN,vw:district:hyderabad,78,Package002_Education,universities_telangana_andhra_pradesh.csv,67ebaa10-de28-49b4-9f30-6142b1818b7d,2026-08-28,
vwr:000070,vw:institution:nalsar-university-of-law,LOCATED_IN,vw:district:hyderabad,78,Package002_Education,universities_telangana_andhra_pradesh.csv,092654bd-46f7-4d5d-81ce-ffc5ca6352c1,2026-08-28,
vwr:000071,vw:institution:indian-institute-of-technology-hyderabad,LOCATED_IN,vw:district:sangareddy,82,Package002_Education,universities_telangana_andhra_pradesh.csv,b674a2b9-7070-4df6-ac25-b126a4b26ff3,2026-08-28,
vwr:000072,vw:institution:national-institute-of-technology-warangal,LOCATED_IN,vw:district:hanumakonda,76,Package002_Education,universities_telangana_andhra_pradesh.csv,40776488-4bd7-4392-ad9d-6970affdafdf,2026-08-28,
vwr:000073,vw:institution:bits-pilani-hyderabad-campus,LOCATED_IN,vw:district:sangareddy,78,Package002_Education,universities_telangana_andhra_pradesh.csv,753bb5c3-0d8a-4768-8365-ae640487f749,2026-08-28,
vwr:000074,vw:institution:international-institute-of-information-technology-hyderabad,LOCATED_IN,vw:district:hyderabad,78,Package002_Education,universities_telangana_andhra_pradesh.csv,b86d656f-e4de-47b2-a12e-2447b784fca5,2026-08-28,
vwr:000075,vw:institution:palamuru-university,LOCATED_IN,vw:district:mahabubnagar,78,Package002_Education,universities_telangana_andhra_pradesh.csv,f95e80b8-d7cc-4974-92c0-ce49dd14c032,2026-08-28,
vwr:000076,vw:institution:satavahana-university,LOCATED_IN,vw:district:karimnagar,78,Package002_Education,universities_telangana_andhra_pradesh.csv,45312857-7549-47d5-826c-89f6c60987bd,2026-08-28,
vwr:000077,vw:institution:telangana-university,LOCATED_IN,vw:district:nizamabad,76,Package002_Education,universities_telangana_andhra_pradesh.csv,98a8a591-1395-43b1-a976-379a54477ade,2026-08-28,
vwr:000078,vw:institution:mahatma-gandhi-university-telangana,LOCATED_IN,vw:district:nalgonda,76,Package002_Education,universities_telangana_andhra_pradesh.csv,1fbe1d3f-acec-4f4b-95e0-95ff0578cdf7,2026-08-28,
vwr:000079,vw:institution:dr-b-r-ambedkar-open-university,LOCATED_IN,vw:district:hyderabad,80,Package002_Education,universities_telangana_andhra_pradesh.csv,0e88e024-1079-41f9-b234-38525097b2a8,2026-08-28,
vwr:000080,vw:institution:potti-sreeramulu-telugu-university,LOCATED_IN,vw:district:hyderabad,73,Package002_Education,universities_telangana_andhra_pradesh.csv,d08cd2ab-d00a-4c99-93ff-f0bd8e81ecb1,2026-08-28,
vwr:000081,vw:institution:kaloji-narayana-rao-university-of-health-sciences,LOCATED_IN,vw:district:hanumakonda,78,Package002_Education,universities_telangana_andhra_pradesh.csv,6beabd72-8044-464a-9873-dd2151ba8590,2026-08-28,
vwr:000082,vw:institution:jawaharlal-nehru-architecture-and-fine-arts-university,LOCATED_IN,vw:district:hyderabad,74,Package002_Education,universities_telangana_andhra_pradesh.csv,f4de3a52-8e43-4040-86cd-00910cb6f612,2026-08-28,
vwr:000083,vw:institution:mahindra-university,LOCATED_IN,vw:district:hyderabad,78,Package002_Education,universities_telangana_andhra_pradesh.csv,f4409738-5453-4798-a038-ed58429cb6ee,2026-08-28,
vwr:000084,vw:institution:woxsen-university,LOCATED_IN,vw:district:sangareddy,73,Package002_Education,universities_telangana_andhra_pradesh.csv,89c10406-65a0-4118-bf5a-ba183d1603f5,2026-08-28,
vwr:000085,vw:institution:sr-university,LOCATED_IN,vw:district:hanumakonda,74,Package002_Education,universities_telangana_andhra_pradesh.csv,21502b84-46cc-4173-af84-5635c0cc1463,2026-08-28,
vwr:000086,vw:institution:icfai-foundation-for-higher-education,LOCATED_IN,vw:district:hyderabad,76,Package002_Education,universities_telangana_andhra_pradesh.csv,7842fedc-523a-4060-80e0-578bdc8a55b8,2026-08-28,
vwr:000087,vw:institution:malla-reddy-university,LOCATED_IN,vw:district:medchal-malkajgiri,74,Package002_Education,universities_telangana_andhra_pradesh.csv,0b322d73-fc15-4cab-b224-af3ecf73ad6e,2026-08-28,
vwr:000088,vw:institution:rajiv-gandhi-university-of-knowledge-technologies-basar,LOCATED_IN,vw:district:nirmal,74,Package002_Education,universities_telangana_andhra_pradesh.csv,76841166-0839-4c75-ba9b-bbc61b1df438,2026-08-28,
vwr:000089,vw:institution:sreenidhi-university,LOCATED_IN,vw:district:medchal-malkajgiri,63,Package002_Education,universities_telangana_andhra_pradesh.csv,75b3b0e1-4ffb-430b-a20b-ae5aaae183c1,2026-08-28,
vwr:000090,vw:institution:andhra-university,LOCATED_IN,vw:district:visakhapatnam,82,Package002_Education,universities_telangana_andhra_pradesh.csv,755af8b4-067c-4a73-bfcf-0112610b525b,2026-08-28,
vwr:000091,vw:institution:sri-venkateswara-university,LOCATED_IN,vw:district:tirupati,80,Package002_Education,universities_telangana_andhra_pradesh.csv,efdfd737-70c4-47ea-9dec-186665831969,2026-08-28,
vwr:000092,vw:institution:acharya-nagarjuna-university,LOCATED_IN,vw:district:guntur,72,Package002_Education,universities_telangana_andhra_pradesh.csv,bde6c797-27ea-4f4d-b042-6b48fa0724bf,2026-08-28,
vwr:000093,vw:institution:yogi-vemana-university,LOCATED_IN,vw:district:ysr-kadapa,76,Package002_Education,universities_telangana_andhra_pradesh.csv,b364f5b6-7d88-4f35-95f7-724483d6b816,2026-08-28,
vwr:000094,vw:institution:adikavi-nannaya-university,LOCATED_IN,vw:district:east-godavari,76,Package002_Education,universities_telangana_andhra_pradesh.csv,d714fafe-8b28-4dd7-8abf-6b36926dc668,2026-08-28,
vwr:000095,vw:institution:krishna-university,LOCATED_IN,vw:district:krishna,74,Package002_Education,universities_telangana_andhra_pradesh.csv,39a6f6e3-99c2-4c75-b30b-1743436b30f6,2026-08-28,
vwr:000096,vw:institution:rayalaseema-university,LOCATED_IN,vw:district:kurnool,74,Package002_Education,universities_telangana_andhra_pradesh.csv,5bb8a2d5-125d-4df3-8bc9-03cbc7b971bb,2026-08-28,
vwr:000097,vw:institution:dravidian-university,LOCATED_IN,vw:district:chittoor,76,Package002_Education,universities_telangana_andhra_pradesh.csv,544b8769-eeca-447d-857c-d2de7f657362,2026-08-28,
vwr:000098,vw:institution:sri-padmavati-mahila-visvavidyalayam-women-s-university,LOCATED_IN,vw:district:tirupati,78,Package002_Education,universities_telangana_andhra_pradesh.csv,a67a3960-022f-4576-9c3a-b07b80b4348c,2026-08-28,
vwr:000099,vw:institution:acharya-n-g-ranga-agricultural-university,LOCATED_IN,vw:district:guntur,78,Package002_Education,universities_telangana_andhra_pradesh.csv,9be365cc-f4e5-4369-a06b-948468454566,2026-08-28,
vwr:000100,vw:institution:sri-venkateswara-veterinary-university,LOCATED_IN,vw:district:tirupati,78,Package002_Education,universities_telangana_andhra_pradesh.csv,ecd88b1e-a3b2-401b-86a4-da69ecc0f95d,2026-08-28,
vwr:000101,vw:institution:dr-y-s-r-horticultural-university,LOCATED_IN,vw:district:west-godavari,76,Package002_Education,universities_telangana_andhra_pradesh.csv,3addb75f-a34d-446e-a80e-122a40a41543,2026-08-28,
vwr:000102,vw:institution:dr-b-r-ambedkar-university-srikakulam,LOCATED_IN,vw:district:srikakulam,73,Package002_Education,universities_telangana_andhra_pradesh.csv,3f52daed-8ebd-4abb-b92c-16303064827a,2026-08-28,
vwr:000103,vw:institution:jawaharlal-nehru-technological-university-kakinada,LOCATED_IN,vw:district:east-godavari,76,Package002_Education,universities_telangana_andhra_pradesh.csv,a2c747dc-bd00-484e-9188-64b984300228,2026-08-28,
vwr:000104,vw:institution:jawaharlal-nehru-technological-university-gurajada-vizianagaram,LOCATED_IN,vw:district:vizianagaram,70,Package002_Education,universities_telangana_andhra_pradesh.csv,10374146-0423-4e16-b07e-a6dbfe618b50,2026-08-28,
vwr:000105,vw:institution:dr-ntr-university-of-health-sciences,LOCATED_IN,vw:district:krishna,76,Package002_Education,universities_telangana_andhra_pradesh.csv,249eed6e-07ad-4968-a69c-dac5ff6c4b43,2026-08-28,
vwr:000106,vw:institution:damodaram-sanjivayya-national-law-university,LOCATED_IN,vw:district:visakhapatnam,76,Package002_Education,universities_telangana_andhra_pradesh.csv,34736c33-a21a-4f8a-9f01-28ae7c1d954a,2026-08-28,
vwr:000107,vw:institution:gitam-deemed-to-be-university,LOCATED_IN,vw:district:visakhapatnam,80,Package002_Education,universities_telangana_andhra_pradesh.csv,3fd4f65e-19a5-4ae2-adeb-069070bb45fc,2026-08-28,
vwr:000108,vw:institution:koneru-lakshmaiah-education-foundation-kl-university,LOCATED_IN,vw:district:guntur,75,Package002_Education,universities_telangana_andhra_pradesh.csv,b215a83a-c5d1-49a5-b861-4d489a8ce579,2026-08-28,
vwr:000109,vw:institution:vignan-s-foundation-for-science-technology-and-research-vfstr,LOCATED_IN,vw:district:guntur,74,Package002_Education,universities_telangana_andhra_pradesh.csv,3cd05ca1-d26e-4ea1-9fe4-33abc31ace5f,2026-08-28,
vwr:000110,vw:institution:vit-ap-university,LOCATED_IN,vw:district:guntur,77,Package002_Education,universities_telangana_andhra_pradesh.csv,a57696d8-aa2a-4536-89d7-46bdecd42bfe,2026-08-28,
vwr:000111,vw:institution:srm-university-ap,LOCATED_IN,vw:district:guntur,76,Package002_Education,universities_telangana_andhra_pradesh.csv,4ee2af6f-30a5-4687-b23b-e2359ba5539a,2026-08-28,
vwr:000112,vw:institution:indian-institute-of-technology-tirupati,LOCATED_IN,vw:district:tirupati,76,Package002_Education,universities_telangana_andhra_pradesh.csv,2d3ac435-3ebe-4885-b30d-dbe5a0058750,2026-08-28,
vwr:000113,vw:institution:indian-institute-of-science-education-and-research-tirupati,LOCATED_IN,vw:district:tirupati,74,Package002_Education,universities_telangana_andhra_pradesh.csv,54cde72a-a7d1-4de0-9ab3-038b971dc596,2026-08-28,
vwr:000114,vw:institution:national-institute-of-technology-andhra-pradesh,LOCATED_IN,vw:district:west-godavari,74,Package002_Education,universities_telangana_andhra_pradesh.csv,5062a90f-150a-45a1-b3e8-2e79c32171d9,2026-08-28,
vwr:000115,vw:institution:rajiv-gandhi-university-of-knowledge-technologies-nuzvid,LOCATED_IN,vw:district:krishna,74,Package002_Education,universities_telangana_andhra_pradesh.csv,628dddc2-f283-4bf7-93fd-2ff0e4b8cbd1,2026-08-28,
vwr:000116,vw:institution:central-tribal-university-of-andhra-pradesh,LOCATED_IN,vw:district:vizianagaram,69,Package002_Education,universities_telangana_andhra_pradesh.csv,26f33706-81ac-4d71-84dd-ec5a26ee5287,2026-08-28,
vwr:000117,vw:institution:national-sanskrit-university-tirupati,LOCATED_IN,vw:district:tirupati,62,Package002_Education,universities_telangana_andhra_pradesh.csv,8f1c6a2e-4b7d-4e3a-9c5f-1a2b3c4d5e6f,2026-08-28,
vwr:000118,vw:institution:sri-venkateswara-institute-of-medical-sciences-svims,LOCATED_IN,vw:district:tirupati,60,Package002_Education,universities_telangana_andhra_pradesh.csv,3d7e9f01-2c4b-4a6d-8e1f-5b6c7d8e9f0a,2026-08-28,
vwr:000119,vw:institution:rajiv-gandhi-university-of-knowledge-technologies-rk-valley,LOCATED_IN,vw:district:ysr-kadapa,60,Package002_Education,universities_telangana_andhra_pradesh.csv,6a4b8c1d-9e2f-4d5a-b3c6-7d8e9f0a1b2c,2026-08-28,
vwr:000120,vw:institution:rajiv-gandhi-university-of-knowledge-technologies-srikakulam,LOCATED_IN,vw:district:srikakulam,58,Package002_Education,universities_telangana_andhra_pradesh.csv,1e2f3a4b-5c6d-4e7f-8a9b-0c1d2e3f4a5b,2026-08-28,
vwr:000121,vw:institution:rajiv-gandhi-university-of-knowledge-technologies-dr-apj-abdul-kalam-iiit-ongole,LOCATED_IN,vw:district:prakasam,58,Package002_Education,universities_telangana_andhra_pradesh.csv,9c0d1e2f-3a4b-4c5d-9e6f-7a8b9c0d1e2f,2026-08-28,
vwr:000122,vw:crop:rice,PART_OF,vw:industry:agriculture-food-grains,78,Package005_Agriculture,crops.csv,crop-001,2026-08-28,
vwr:000123,vw:crop:wheat,PART_OF,vw:industry:agriculture-food-grains,78,Package005_Agriculture,crops.csv,crop-002,2026-08-28,
vwr:000124,vw:crop:maize,PART_OF,vw:industry:agriculture-food-grains,77,Package005_Agriculture,crops.csv,crop-003,2026-08-28,
vwr:000125,vw:crop:barley,PART_OF,vw:industry:agriculture-food-grains,73,Package005_Agriculture,crops.csv,crop-004,2026-08-28,
vwr:000126,vw:crop:pearl-millet,PART_OF,vw:industry:agriculture-millets,76,Package005_Agriculture,crops.csv,crop-005,2026-08-28,
vwr:000127,vw:crop:sorghum,PART_OF,vw:industry:agriculture-millets,76,Package005_Agriculture,crops.csv,crop-006,2026-08-28,
vwr:000128,vw:crop:finger-millet,PART_OF,vw:industry:agriculture-millets,74,Package005_Agriculture,crops.csv,crop-007,2026-08-28,
vwr:000129,vw:crop:foxtail-millet,PART_OF,vw:industry:agriculture-millets,70,Package005_Agriculture,crops.csv,crop-008,2026-08-28,
vwr:000130,vw:crop:chickpea,PART_OF,vw:industry:agriculture-pulses,77,Package005_Agriculture,crops.csv,crop-009,2026-08-28,
vwr:000131,vw:crop:pigeon-pea,PART_OF,vw:industry:agriculture-pulses,76,Package005_Agriculture,crops.csv,crop-010,2026-08-28,
vwr:000132,vw:crop:moong-green-gram,PART_OF,vw:industry:agriculture-pulses,75,Package005_Agriculture,crops.csv,crop-011,2026-08-28,
vwr:000133,vw:crop:urad-black-gram,PART_OF,vw:industry:agriculture-pulses,75,Package005_Agriculture,crops.csv,crop-012,2026-08-28,
vwr:000134,vw:crop:lentil,PART_OF,vw:industry:agriculture-pulses,75,Package005_Agriculture,crops.csv,crop-013,2026-08-28,
vwr:000135,vw:crop:groundnut,PART_OF,vw:industry:agriculture-oil-seeds,77,Package005_Agriculture,crops.csv,crop-014,2026-08-28,
vwr:000136,vw:crop:soybean,PART_OF,vw:industry:agriculture-oil-seeds,76,Package005_Agriculture,crops.csv,crop-015,2026-08-28,
vwr:000137,vw:crop:sunflower,PART_OF,vw:industry:agriculture-oil-seeds,75,Package005_Agriculture,crops.csv,crop-016,2026-08-28,
vwr:000138,vw:crop:safflower,PART_OF,vw:industry:agriculture-oil-seeds,71,Package005_Agriculture,crops.csv,crop-017,2026-08-28,
vwr:000139,vw:crop:mustard,PART_OF,vw:industry:agriculture-oil-seeds,75,Package005_Agriculture,crops.csv,crop-018,2026-08-28,
vwr:000140,vw:crop:sugarcane,PART_OF,vw:industry:agriculture-commercial-crops,77,Package005_Agriculture,crops.csv,crop-019,2026-08-28,
vwr:000141,vw:crop:cotton,PART_OF,vw:industry:agriculture-commercial-crops,77,Package005_Agriculture,crops.csv,crop-020,2026-08-28,
vwr:000142,vw:crop:tobacco,PART_OF,vw:industry:agriculture-commercial-crops,72,Package005_Agriculture,crops.csv,crop-021,2026-08-28,
vwr:000143,vw:crop:jute,PART_OF,vw:industry:agriculture-commercial-crops,70,Package005_Agriculture,crops.csv,crop-022,2026-08-28,
vwr:000144,vw:crop:tomato,PART_OF,vw:industry:agriculture-vegetables,76,Package005_Agriculture,crops.csv,crop-023,2026-08-28,
vwr:000145,vw:crop:potato,PART_OF,vw:industry:agriculture-vegetables,77,Package005_Agriculture,crops.csv,crop-024,2026-08-28,
