relationship_type,source_package,source_dataset,source_row_id,reason
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,30a9dd82-2b36-4cf9-ab2d-6e19d4b0e80b,related_skill_names entry 'Programming Basics' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,30a9dd82-2b36-4cf9-ab2d-6e19d4b0e80b,related_skill_names entry 'IT Applications' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,30a9dd82-2b36-4cf9-ab2d-6e19d4b0e80b,related_skill_names entry 'Web Design Basics' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,f3ddf13d-8b55-4481-b163-313fb250dff1,related_skill_names entry 'Basic Computer Literacy' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,f3ddf13d-8b55-4481-b163-313fb250dff1,related_skill_names entry 'Internet & Email Usage' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,f3ddf13d-8b55-4481-b163-313fb250dff1,related_skill_names entry 'Digital Literacy' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,f3ddf13d-8b55-4481-b163-313fb250dff1,related_skill_names entry 'MS Office Basics' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,7928ddbf-d483-481b-ab02-c797ea33f2d2,related_skill_names entry 'Networking Fundamentals' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,7928ddbf-d483-481b-ab02-c797ea33f2d2,related_skill_names entry 'Network Security' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,7928ddbf-d483-481b-ab02-c797ea33f2d2,related_skill_names entry 'Routing & Switching' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,7928ddbf-d483-481b-ab02-c797ea33f2d2,related_skill_names entry 'IP Connectivity' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,d6f12c47-638b-4882-9bac-e5cec6b1ce1b,related_skill_names entry 'Cloud Computing Fundamentals' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,d6f12c47-638b-4882-9bac-e5cec6b1ce1b,related_skill_names entry 'Microsoft Azure' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,d6f12c47-638b-4882-9bac-e5cec6b1ce1b,related_skill_names entry 'Cloud Service Models' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,d6f12c47-638b-4882-9bac-e5cec6b1ce1b,related_skill_names entry 'Cloud Security Basics' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,cabcde99-f0ff-4a2e-9fc9-7bb41f999ad7,related_skill_names entry 'MS Word' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,cabcde99-f0ff-4a2e-9fc9-7bb41f999ad7,related_skill_names entry 'MS Excel' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,cabcde99-f0ff-4a2e-9fc9-7bb41f999ad7,related_skill_names entry 'MS PowerPoint' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,cabcde99-f0ff-4a2e-9fc9-7bb41f999ad7,related_skill_names entry 'Office Productivity Tools' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,6c103e18-130e-48a1-b668-58bd24ffb7fe,related_skill_names entry 'Cloud Computing Fundamentals' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,6c103e18-130e-48a1-b668-58bd24ffb7fe,related_skill_names entry 'AWS Cloud Services' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,6c103e18-130e-48a1-b668-58bd24ffb7fe,related_skill_names entry 'Cloud Economics' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,6c103e18-130e-48a1-b668-58bd24ffb7fe,related_skill_names entry 'Cloud Security Basics' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,af85073a-4250-4b43-acff-7d39132b0971,related_skill_names entry 'IT Support' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,af85073a-4250-4b43-acff-7d39132b0971,related_skill_names entry 'Troubleshooting' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,af85073a-4250-4b43-acff-7d39132b0971,related_skill_names entry 'Networking Basics' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,af85073a-4250-4b43-acff-7d39132b0971,related_skill_names entry 'System Administration' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,af85073a-4250-4b43-acff-7d39132b0971,related_skill_names entry 'Customer Service (IT)' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,be5aff6f-d8ed-4b75-af96-5a0795951ce6,related_skill_names entry 'Digital Marketing' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,be5aff6f-d8ed-4b75-af96-5a0795951ce6,related_skill_names entry 'SEO Basics' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,be5aff6f-d8ed-4b75-af96-5a0795951ce6,related_skill_names entry 'Social Media Marketing' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,be5aff6f-d8ed-4b75-af96-5a0795951ce6,related_skill_names entry 'Online Advertising Fundamentals' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,04b53fd1-342f-4d05-92c7-f8c2d80bc61c,related_skill_names entry 'Computer-Aided Design (CAD)' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,04b53fd1-342f-4d05-92c7-f8c2d80bc61c,related_skill_names entry 'AutoCAD Drafting' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,04b53fd1-342f-4d05-92c7-f8c2d80bc61c,related_skill_names entry '2D/3D Modeling' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,04b53fd1-342f-4d05-92c7-f8c2d80bc61c,related_skill_names entry 'Technical Drawing' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,b5abe4ed-0a38-42cc-90ce-3d725b7ba0d0,related_skill_names entry 'Mechatronics' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,b5abe4ed-0a38-42cc-90ce-3d725b7ba0d0,related_skill_names entry 'Industrial Automation' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,b5abe4ed-0a38-42cc-90ce-3d725b7ba0d0,related_skill_names entry 'Machine Operation' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,b5abe4ed-0a38-42cc-90ce-3d725b7ba0d0,related_skill_names entry 'Troubleshooting of Automated Systems' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,3856f940-07ed-4ce9-8261-8c2baa360a8c,related_skill_names entry 'Industrial Robot Operation' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,3856f940-07ed-4ce9-8261-8c2baa360a8c,related_skill_names entry 'Robot Programming' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,3856f940-07ed-4ce9-8261-8c2baa360a8c,related_skill_names entry 'CNC Operation' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,3856f940-07ed-4ce9-8261-8c2baa360a8c,related_skill_names entry 'ROBOGUIDE Simulation' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,b5a170b9-015d-4ec5-ad4e-ab0487f1bc9f,related_skill_names entry 'Industrial Robot Programming' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,b5a170b9-015d-4ec5-ad4e-ab0487f1bc9f,related_skill_names entry 'RAPID Programming Language' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,b5a170b9-015d-4ec5-ad4e-ab0487f1bc9f,related_skill_names entry 'Robot Coordinate Systems' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,b5a170b9-015d-4ec5-ad4e-ab0487f1bc9f,related_skill_names entry 'Flex Pendant Operation' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,0a48483a-0ca9-4eba-b9ff-d9ccb6f11eaa,related_skill_names entry 'Building Automation' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,0a48483a-0ca9-4eba-b9ff-d9ccb6f11eaa,related_skill_names entry 'Power Management' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,0a48483a-0ca9-4eba-b9ff-d9ccb6f11eaa,related_skill_names entry 'EcoStruxure Platform' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,0a48483a-0ca9-4eba-b9ff-d9ccb6f11eaa,related_skill_names entry 'Energy Efficiency Systems' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,793739d9-5020-470b-a4a9-612aa42cec07,related_skill_names entry 'Sector-Specific Vocational Skills (varies by job role)' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,793739d9-5020-470b-a4a9-612aa42cec07,related_skill_names entry 'Employability Skills' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,793739d9-5020-470b-a4a9-612aa42cec07,related_skill_names entry 'Entrepreneurship Basics' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,71fedc94-806d-41e7-b8ee-4581857b6068,related_skill_names entry 'Varies by course (Engineering' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,71fedc94-806d-41e7-b8ee-4581857b6068,related_skill_names entry 'Science' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,71fedc94-806d-41e7-b8ee-4581857b6068,related_skill_names entry 'Humanities' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,71fedc94-806d-41e7-b8ee-4581857b6068,related_skill_names entry 'Management subjects)' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,f9da5f02-69c6-4fb1-bfb1-f9652cac4857,related_skill_names entry 'Varies by course (School' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,f9da5f02-69c6-4fb1-bfb1-f9652cac4857,related_skill_names entry 'Undergraduate' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,f9da5f02-69c6-4fb1-bfb1-f9652cac4857,related_skill_names entry 'Postgraduate subjects across disciplines)' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,14685d86-bbd1-4906-ba19-5c931bdb1a70,related_skill_names entry 'Free and Open Source Software (FOSS)' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,14685d86-bbd1-4906-ba19-5c931bdb1a70,related_skill_names entry 'Linux' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,14685d86-bbd1-4906-ba19-5c931bdb1a70,related_skill_names entry 'LaTeX' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,14685d86-bbd1-4906-ba19-5c931bdb1a70,related_skill_names entry 'PHP & MySQL' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,14685d86-bbd1-4906-ba19-5c931bdb1a70,related_skill_names entry 'Java' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,14685d86-bbd1-4906-ba19-5c931bdb1a70,related_skill_names entry 'C/C++ Programming' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,14685d86-bbd1-4906-ba19-5c931bdb1a70,related_skill_names entry 'LibreOffice' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,adda302c-f835-4e52-aa22-5f0c169dc568,related_skill_names entry 'Artificial Intelligence' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,adda302c-f835-4e52-aa22-5f0c169dc568,related_skill_names entry 'Data Science & Machine Learning' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,adda302c-f835-4e52-aa22-5f0c169dc568,related_skill_names entry 'Internet of Things (IoT)' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,adda302c-f835-4e52-aa22-5f0c169dc568,related_skill_names entry 'Cybersecurity' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,adda302c-f835-4e52-aa22-5f0c169dc568,related_skill_names entry 'Robotic Process Automation (RPA)' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,adda302c-f835-4e52-aa22-5f0c169dc568,related_skill_names entry 'Blockchain' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,adda302c-f835-4e52-aa22-5f0c169dc568,related_skill_names entry 'Java Programming' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,99315970-e032-4806-bbe7-859cff683a67,related_skill_names entry 'Sector-Specific Vocational Skills (varies by Qualification Pack)' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,99315970-e032-4806-bbe7-859cff683a67,related_skill_names entry 'Employability Skills' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,99315970-e032-4806-bbe7-859cff683a67,related_skill_names entry 'Industry-Aligned Technical Skills' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,01fce423-4acc-4776-932d-05071d2cdf24,related_skill_names entry 'Patient Care Support' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,01fce423-4acc-4776-932d-05071d2cdf24,related_skill_names entry 'Basic Nursing Assistance' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
CERTIFIED_BY,Package006_Skills_and_Training,certifications.csv,01fce423-4acc-4776-932d-05071d2cdf24,related_skill_names entry 'Hospital Hygiene & Safety' is not a registered Skill: Package006 certifications use descriptive skill labels rather than the canonical skill_name vocabulary in its own skills.csv
