centre_id,centre_name,centre_type,district_id,district_name,address_or_location_note,skills_or_trades_offered,affiliation,official_website,data_source,source_url,collection_date,confidence_score,verification_status,notes
ddbaa8ee-8768-49d2-90ef-853aa48b644b,"Government Industrial Training Institute, Adilabad",Government ITI,a0248e18-5e38-4b14-8c0b-dfa7105971dd,Adilabad,"Sy. No. 21/1, Near S.G. Government Polytechnic College, KRK Colony Road, Adilabad - 504001, Telangana",PENDING_VERIFICATION,"National Council for Vocational Training (NCVT) framework; Directorate of Employment & Training, Government of Telangana",PENDING_VERIFICATION,WebSearch aggregation: iti.directory Adilabad listing; universitydunia.com listing,https://iti.directory/telangana/adilabad,2026-07-24,58,VST-NEEDS_REVIEW,[skills_or_trades_offered]: specific trade list not clearly surfaced in search results for this exact campus | [official_website]: not found.
449d7789-550a-4ca3-b90a-bf7a8f5cbb0e,"Government Residential Industrial Training Institute for Tribals, Utnoor",Government ITI,a0248e18-5e38-4b14-8c0b-dfa7105971dd,Adilabad,"Komrambheem Complex, Utnoor, Utnoor Mandal, Adilabad district, Telangana - 504311",PENDING_VERIFICATION,"National Council for Vocational Training (NCVT) framework; Directorate of Employment & Training, Government of Telangana; targeted at Scheduled Tribe (ST) candidates",PENDING_VERIFICATION,WebSearch aggregation: iti.directory Adilabad listing,https://iti.directory/adilabad/govt-residential-industrial-training-institute-for-tribals,2026-07-24,56,VST-NEEDS_REVIEW,[skills_or_trades_offered]: not specified in source | [official_website]: not found | [district_id/district_name]: Utnoor mandal is administered under Adilabad district; verify it has not been reassigned under later ITDA/district boundary revisions.
c2dad7b8-1e0b-4418-86e2-e687bbaf7327,"Government Residential Industrial Training Institute, Mannanur (Achampet)",Government ITI,37adc172-0f7b-4669-a8dc-303cff89b502,Nagarkurnool,"Mannanur, Achampet mandal, Nagarkurnool district, Telangana",Computer Operator and Programming Assistant (COPA); Draughtsman (Civil); Electrician; Electronics Mechanic; Fitter; Instrument Mechanic; Mechanic (Motor Vehicle),"National Council for Vocational Training (NCVT) framework; Directorate of Employment & Training, Government of Telangana",PENDING_VERIFICATION,WebSearch aggregation: iti.directory Mahbubnagar-region listing (established 01-Jan-1986 per source),https://iti.directory/mahbubnagar/govt-residentiial-industrial-training-institute,2026-07-24,58,VST-NEEDS_REVIEW,"[district_id/district_name]: source directory groups this centre under the pre-2016 (undivided) Mahbubnagar district listing; Achampet/Mannanur are administratively within Nagarkurnool district, formed in 2016, and this centre is mapped to Nagarkurnool accordingly - recommend downstream confirmation | [official_website]: not found."
faf674d5-59bb-4be7-b4f9-3653e3491219,"Government Polytechnic College, Visakhapatnam",Government Polytechnic,88e201e0-7157-42e7-8c49-78dd22d1e70c,Visakhapatnam,"NH-5, Kancharapalem, Visakhapatnam, Andhra Pradesh",Diploma: Civil Engineering; Mechanical Engineering; Electrical Engineering; Electronics Engineering; Metallurgical Engineering; Pharmacy,"State Board of Technical Education and Training (SBTET), Andhra Pradesh",https://www.govtpolyvisakhapatnam.in/,"WebSearch aggregation: institution's own domain (govtpolyvisakhapatnam.in) surfaced in results; corroborated by Shikshan.org, Kollegeapply, TestPrepKart",https://www.govtpolyvisakhapatnam.in/,2026-07-24,72,VST-NEEDS_REVIEW,"[founding year noted in sources]: reported as operating since 1956, one of the oldest government polytechnics in Andhra Pradesh - not independently corroborated with a primary document in this pass."
04835426-abb8-4360-9da6-4b6cb0cbb334,"Skill Development Institute (SDI), Visakhapatnam",State Skill Development Centre,88e201e0-7157-42e7-8c49-78dd22d1e70c,Visakhapatnam,"Visakhapatnam, Andhra Pradesh (exact campus street address not confirmed in search results)","Short-term vocational/skill training aligned to National Skill Qualification Framework (NSQF) across sectors including retail, hospitality, electrical and IT-enabled services; free 30-180 day residential programmes",National Skill Development Corporation (NSDC) / Ministry of Skill Development & Entrepreneurship (MSDE) National Skill Development Mission; promoted by 8 PSU oil companies under the Ministry of Petroleum & Natural Gas (lead partner: Hindustan Petroleum Corporation Ltd.),https://www.sdivisakh.in/,"WebSearch aggregation: institution's own domain (sdivisakh.in) surfaced in results; corroborated by nationalskillsnetwork.in, Ministry of Petroleum & Natural Gas refining/skill-development page, Devex",https://www.sdivisakh.in/atglance.html,2026-07-24,75,VST-NEEDS_REVIEW,"[centre_type]: SDI is a distinct central-government/PSU-promoted skill institute model (established under the National Skill Development Mission, October 2016), not a standard ITI/PMKK/polytechnic; mapped to the closest available category 'State Skill Development Centre' for this schema - flagging for schema review | [address_or_location_note]: exact street address not confirmed, only city-level location."
fb7be25b-1d2d-4092-a601-1c5ef1913fe4,"Government Industrial Training Institute, Vijayawada",Government ITI,1cb600af-8640-465f-a1ab-cfcdbd38c7db,NTR,"Vijayawada, NTR district, Andhra Pradesh (exact street address inconsistent across sources - see notes)",Computer Operator and Programming Assistant (COPA); Draughtsman (Civil); Draughtsman (Mechanical); Electrician; Electronics Mechanic; Fitter; Information & Communication Technology System Maintenance; Machinist; Mechanic (Motor Vehicle); Mechanic (Refrigeration and Air-Conditioning); Mechanic Diesel,"National Council for Vocational Training (NCVT) framework; Directorate of Employment & Training / SBTET, Andhra Pradesh",PENDING_VERIFICATION,"WebSearch aggregation: targetstudy.com, iti.directory (NTR district), ampletrails.com vocational-training-provider listing",https://iti.directory/ntr/govt-industrial-training-institute,2026-07-24,56,VST-NEEDS_REVIEW,"[address_or_location_note]: one aggregator gave a Vijayawada-city address, another gave a pin code (531116) that actually corresponds to the Tuni/East Godavari area, not Vijayawada - likely a data error in that source, so no precise street address is asserted here | [district_id/district_name]: Vijayawada became the headquarters of the newly formed NTR district in the 2022 Andhra Pradesh district reorganization (carved from the former Krishna district); mapped to NTR accordingly | [official_website]: not found."
cfd39dcc-2b72-48d0-bdfc-01982dad11d0,"M.B.T.S. Government Polytechnic, Guntur",Government Polytechnic,d5299947-775b-49ed-9ddf-68116cd4ea31,Guntur,"Nallapadu, Guntur, Andhra Pradesh",Diploma: Civil Engineering (DCE); Mechanical Engineering (DME); Computer Engineering (DCME); Electronics & Communication Engineering (DECE); Electrical & Electronics Engineering (DEEE),"State Board of Technical Education and Training (SBTET), Andhra Pradesh; NBA-accredited programmes",https://mbtsgovtpolyguntur.ac.in/,"WebSearch aggregation: institution's own domain (mbtsgovtpolyguntur.ac.in) surfaced in results; corroborated by Shikshan.org, Shiksha, StudyGuideIndia",https://mbtsgovtpolyguntur.ac.in/about,2026-07-24,74,VST-NEEDS_REVIEW,[founding year noted in sources]: reported founded in 1961 - not independently corroborated with a primary document in this pass.
fdc8e38e-661d-44cf-aba6-6ff3b39fcfb9,"Government Industrial Training Institute, Alur",Government ITI,b35798a9-d3a2-4ff0-b330-b3a1199c4551,Kurnool,"Compound of Govt. Boys High School, Alur, Kurnool district, Andhra Pradesh",Computer Operator and Programming Assistant (COPA); Draughtsman (Civil); Dress Making; Electrician; Mechanic Diesel; Welder,"National Council for Vocational Training (NCVT) framework; Directorate of Employment & Training, Andhra Pradesh",PENDING_VERIFICATION,WebSearch aggregation: iti.directory Kurnool listing; universitydunia.com listing,https://iti.directory/kurnool/govt-iti-alur,2026-07-24,60,VST-NEEDS_REVIEW,[official_website]: not found.
871f1b38-79f7-42cf-85c0-7eb6eb8b9621,"Andhra Polytechnic, Kakinada",Government Polytechnic,160b4158-b8e3-4f38-ba85-0f9de408b39d,Kakinada,"Kakinada, Andhra Pradesh",Diploma: Electronics and Communication Engineering; Computer Engineering; Civil Engineering; Electrical and Electronics Engineering; Automobile Engineering; Mechanical Engineering; Architecture Engineering,"State Board of Technical Education and Training (SBTET), Andhra Pradesh",PENDING_VERIFICATION,"WebSearch aggregation: targetadmission.com, list.polytechniccolleges.in",https://www.targetadmission.com/colleges/5821-andhra-polytechnic-kakinada,2026-07-24,62,VST-NEEDS_REVIEW,"[founding year noted in sources]: reported as established in 1946, described as the first polytechnic college in (undivided) Andhra Pradesh - not independently corroborated with a primary document in this pass | [district_id/district_name]: Kakinada town became the headquarters of the newly formed Kakinada district in the 2022 Andhra Pradesh district reorganization (carved from the former East Godavari district); mapped to Kakinada accordingly, though the institution is historically associated with 'East Godavari' in older records | [official_website]: not found."
90563d7b-431f-463f-955b-34b5cd60ac81,"Government Polytechnic for Women, Kakinada",Government Polytechnic,160b4158-b8e3-4f38-ba85-0f9de408b39d,Kakinada,"Narasanna Nagar, Kakinada, Andhra Pradesh",Diploma Engineering & Technology courses; Pharmacy,"State Board of Technical Education and Training (SBTET), Andhra Pradesh",PENDING_VERIFICATION,"WebSearch aggregation: Shikshan.org, Youth4work, IndiaCollegesHub",https://shikshan.org/courses-colleges/government-polytechnic-for-women-kakinada/,2026-07-24,58,VST-NEEDS_REVIEW,"[district_id/district_name]: same 2022 reorganization note as the Andhra Polytechnic, Kakinada row applies here | [official_website]: not found."
8f38fdd0-4c0f-4aec-aac8-066e2b7268bc,"Government Polytechnic, Kalikiri",Government Polytechnic,c3a879b3-f320-47ec-8104-d1c8137b672a,Chittoor,"Madanapalli Road, Anantapur-Tirupati Highway, Kalikiri, Chittoor district, Andhra Pradesh - 517234",Diploma Electronics and Communication Engineering; Diploma Electrical and Electronics Engineering; Diploma Commercial & Computer Practice; Diploma Civil Engineering,"State Board of Technical Education and Training (SBTET), Andhra Pradesh",https://govtpolykalikiri.ac.in/,WebSearch aggregation: institution's own domain (govtpolykalikiri.ac.in) surfaced in results; corroborated by list.polytechniccolleges.in,https://govtpolykalikiri.ac.in/about,2026-07-24,68,VST-NEEDS_REVIEW,[founding year noted in sources]: reported established in 2009 - not independently corroborated with a primary document in this pass.
2db0aa74-d926-496f-9a26-857dc26f4a22,"S.V. Government Polytechnic, Tirupati",Government Polytechnic,db24bd82-9d6f-4b3c-afdf-7961543769f4,Tirupati,"Tirupati, Andhra Pradesh (exact street address not confirmed in search results)",PENDING_VERIFICATION,"State Board of Technical Education and Training (SBTET), Andhra Pradesh",PENDING_VERIFICATION,WebSearch aggregation: careers360.com listing title only; full course/address detail not retrieved before this session's WebSearch quota was exhausted,https://www.careers360.com/colleges/sv-government-polytechnic-tirupati,2026-07-24,50,VST-NEEDS_REVIEW,"[skills_or_trades_offered], [address_or_location_note], [official_website]: this centre's existence and name were confirmed via a single search-result title only; the planned follow-up query to retrieve address/course/affiliation detail could not be run because the session's WebSearch call budget was exhausted mid-research - flagged as the weakest-sourced row in this dataset and a priority for a follow-up verification pass."
