category_id,category_name,category_group,description,nsqf_alignment_note,data_source,source_url,collection_date,confidence_score,verification_status,notes
3bfec53c-68c8-4cf1-ba31-135273670e4f,Robotics & Industrial Automation,Engineering & Manufacturing,"PLC programming, industrial robotics, and automation-maintenance skills for factory-floor deployment.","ValueWeave-defined category grouping for organizing skills.csv records; not a verbatim official NCVET/NSQF enumerated category list (NCVET does not publish one single flat list matching this grouping) but aligned in spirit with NCVET's National Skills Qualification Framework (NSQF), which assigns levels 1-8 (with intermediate half-levels 2.5/3.5/4.5/5.5/6.5) to qualifications regardless of sector -- see https://ncvet.gov.in/national-skills-qualification-framework/",NCVET National Skills Qualification Framework (NSQF) overview; ValueWeave editorial grouping,https://ncvet.gov.in/national-skills-qualification-framework/; https://ncvet.gov.in/national-skills-qualification-framework/nsqf-notification/,2026-07-24,65,VST-NEEDS_REVIEW,"[category_group/description]: this is a ValueWeave editorial taxonomy for organizing skills.csv, not a verbatim official NCVET category enumeration; NSQF level applicability is per-skill (see skills.csv.nsqf_level), not per-category."
f9da7b21-7296-4aa1-b050-78c26f5ea220,Drone Technology,Technology,"Piloting, operation, and application skills for unmanned aerial systems across surveying, agriculture, and logistics.","ValueWeave-defined category grouping for organizing skills.csv records; not a verbatim official NCVET/NSQF enumerated category list (NCVET does not publish one single flat list matching this grouping) but aligned in spirit with NCVET's National Skills Qualification Framework (NSQF), which assigns levels 1-8 (with intermediate half-levels 2.5/3.5/4.5/5.5/6.5) to qualifications regardless of sector -- see https://ncvet.gov.in/national-skills-qualification-framework/",NCVET National Skills Qualification Framework (NSQF) overview; ValueWeave editorial grouping,https://ncvet.gov.in/national-skills-qualification-framework/; https://ncvet.gov.in/national-skills-qualification-framework/nsqf-notification/,2026-07-24,65,VST-NEEDS_REVIEW,"[category_group/description]: this is a ValueWeave editorial taxonomy for organizing skills.csv, not a verbatim official NCVET category enumeration; NSQF level applicability is per-skill (see skills.csv.nsqf_level), not per-category."
638c0138-85d8-43bd-a86c-0b0ef1337281,IoT & Embedded Systems,Technology,Sensor networks and connected-device skills bridging hardware and software.,"ValueWeave-defined category grouping for organizing skills.csv records; not a verbatim official NCVET/NSQF enumerated category list (NCVET does not publish one single flat list matching this grouping) but aligned in spirit with NCVET's National Skills Qualification Framework (NSQF), which assigns levels 1-8 (with intermediate half-levels 2.5/3.5/4.5/5.5/6.5) to qualifications regardless of sector -- see https://ncvet.gov.in/national-skills-qualification-framework/",NCVET National Skills Qualification Framework (NSQF) overview; ValueWeave editorial grouping,https://ncvet.gov.in/national-skills-qualification-framework/; https://ncvet.gov.in/national-skills-qualification-framework/nsqf-notification/,2026-07-24,65,VST-NEEDS_REVIEW,"[category_group/description]: this is a ValueWeave editorial taxonomy for organizing skills.csv, not a verbatim official NCVET category enumeration; NSQF level applicability is per-skill (see skills.csv.nsqf_level), not per-category."
8432aed4-9f2d-490a-9d44-5e4b87f56e20,Cyber Security,Technology,Defensive and risk-management skills for information systems.,"ValueWeave-defined category grouping for organizing skills.csv records; not a verbatim official NCVET/NSQF enumerated category list (NCVET does not publish one single flat list matching this grouping) but aligned in spirit with NCVET's National Skills Qualification Framework (NSQF), which assigns levels 1-8 (with intermediate half-levels 2.5/3.5/4.5/5.5/6.5) to qualifications regardless of sector -- see https://ncvet.gov.in/national-skills-qualification-framework/",NCVET National Skills Qualification Framework (NSQF) overview; ValueWeave editorial grouping,https://ncvet.gov.in/national-skills-qualification-framework/; https://ncvet.gov.in/national-skills-qualification-framework/nsqf-notification/,2026-07-24,65,VST-NEEDS_REVIEW,"[category_group/description]: this is a ValueWeave editorial taxonomy for organizing skills.csv, not a verbatim official NCVET category enumeration; NSQF level applicability is per-skill (see skills.csv.nsqf_level), not per-category."
db20c7d2-f8ad-4e3d-8476-90f2ee04d076,Cloud Computing,Technology,"Deployment, administration, and management skills for cloud infrastructure platforms.","ValueWeave-defined category grouping for organizing skills.csv records; not a verbatim official NCVET/NSQF enumerated category list (NCVET does not publish one single flat list matching this grouping) but aligned in spirit with NCVET's National Skills Qualification Framework (NSQF), which assigns levels 1-8 (with intermediate half-levels 2.5/3.5/4.5/5.5/6.5) to qualifications regardless of sector -- see https://ncvet.gov.in/national-skills-qualification-framework/",NCVET National Skills Qualification Framework (NSQF) overview; ValueWeave editorial grouping,https://ncvet.gov.in/national-skills-qualification-framework/; https://ncvet.gov.in/national-skills-qualification-framework/nsqf-notification/,2026-07-24,65,VST-NEEDS_REVIEW,"[category_group/description]: this is a ValueWeave editorial taxonomy for organizing skills.csv, not a verbatim official NCVET category enumeration; NSQF level applicability is per-skill (see skills.csv.nsqf_level), not per-category."
b9c1af18-3428-4a43-bab3-310468fe7410,Textiles & Apparel,Manufacturing,Garment-making and textile-production skills spanning traditional tailoring to industrial apparel manufacturing.,"ValueWeave-defined category grouping for organizing skills.csv records; not a verbatim official NCVET/NSQF enumerated category list (NCVET does not publish one single flat list matching this grouping) but aligned in spirit with NCVET's National Skills Qualification Framework (NSQF), which assigns levels 1-8 (with intermediate half-levels 2.5/3.5/4.5/5.5/6.5) to qualifications regardless of sector -- see https://ncvet.gov.in/national-skills-qualification-framework/",NCVET National Skills Qualification Framework (NSQF) overview; ValueWeave editorial grouping,https://ncvet.gov.in/national-skills-qualification-framework/; https://ncvet.gov.in/national-skills-qualification-framework/nsqf-notification/,2026-07-24,65,VST-NEEDS_REVIEW,"[category_group/description]: this is a ValueWeave editorial taxonomy for organizing skills.csv, not a verbatim official NCVET category enumeration; NSQF level applicability is per-skill (see skills.csv.nsqf_level), not per-category."
15635951-391f-46ba-94e6-a92e6417c80f,Hospitality & Tourism,Services,"Guest-service, food-and-beverage, and tourism-operations skills.","ValueWeave-defined category grouping for organizing skills.csv records; not a verbatim official NCVET/NSQF enumerated category list (NCVET does not publish one single flat list matching this grouping) but aligned in spirit with NCVET's National Skills Qualification Framework (NSQF), which assigns levels 1-8 (with intermediate half-levels 2.5/3.5/4.5/5.5/6.5) to qualifications regardless of sector -- see https://ncvet.gov.in/national-skills-qualification-framework/",NCVET National Skills Qualification Framework (NSQF) overview; ValueWeave editorial grouping,https://ncvet.gov.in/national-skills-qualification-framework/; https://ncvet.gov.in/national-skills-qualification-framework/nsqf-notification/,2026-07-24,65,VST-NEEDS_REVIEW,"[category_group/description]: this is a ValueWeave editorial taxonomy for organizing skills.csv, not a verbatim official NCVET category enumeration; NSQF level applicability is per-skill (see skills.csv.nsqf_level), not per-category."
f6f7c56d-83bd-4c5e-a434-cd6b742dddde,Retail,Services,"Point-of-sale, merchandising, and customer-facing retail skills.","ValueWeave-defined category grouping for organizing skills.csv records; not a verbatim official NCVET/NSQF enumerated category list (NCVET does not publish one single flat list matching this grouping) but aligned in spirit with NCVET's National Skills Qualification Framework (NSQF), which assigns levels 1-8 (with intermediate half-levels 2.5/3.5/4.5/5.5/6.5) to qualifications regardless of sector -- see https://ncvet.gov.in/national-skills-qualification-framework/",NCVET National Skills Qualification Framework (NSQF) overview; ValueWeave editorial grouping,https://ncvet.gov.in/national-skills-qualification-framework/; https://ncvet.gov.in/national-skills-qualification-framework/nsqf-notification/,2026-07-24,65,VST-NEEDS_REVIEW,"[category_group/description]: this is a ValueWeave editorial taxonomy for organizing skills.csv, not a verbatim official NCVET category enumeration; NSQF level applicability is per-skill (see skills.csv.nsqf_level), not per-category."
22fcbe6a-75d1-4a99-80e7-689bd16b9788,Logistics & Supply Chain,Services,"Warehousing, cold-chain, and supply-chain-management skills.","ValueWeave-defined category grouping for organizing skills.csv records; not a verbatim official NCVET/NSQF enumerated category list (NCVET does not publish one single flat list matching this grouping) but aligned in spirit with NCVET's National Skills Qualification Framework (NSQF), which assigns levels 1-8 (with intermediate half-levels 2.5/3.5/4.5/5.5/6.5) to qualifications regardless of sector -- see https://ncvet.gov.in/national-skills-qualification-framework/",NCVET National Skills Qualification Framework (NSQF) overview; ValueWeave editorial grouping,https://ncvet.gov.in/national-skills-qualification-framework/; https://ncvet.gov.in/national-skills-qualification-framework/nsqf-notification/,2026-07-24,65,VST-NEEDS_REVIEW,"[category_group/description]: this is a ValueWeave editorial taxonomy for organizing skills.csv, not a verbatim official NCVET category enumeration; NSQF level applicability is per-skill (see skills.csv.nsqf_level), not per-category."
cbc31adf-11f9-4208-8629-bb6f10a2cf37,Healthcare Support,Services,Non-clinical and paramedical support skills for the healthcare sector.,"ValueWeave-defined category grouping for organizing skills.csv records; not a verbatim official NCVET/NSQF enumerated category list (NCVET does not publish one single flat list matching this grouping) but aligned in spirit with NCVET's National Skills Qualification Framework (NSQF), which assigns levels 1-8 (with intermediate half-levels 2.5/3.5/4.5/5.5/6.5) to qualifications regardless of sector -- see https://ncvet.gov.in/national-skills-qualification-framework/",NCVET National Skills Qualification Framework (NSQF) overview; ValueWeave editorial grouping,https://ncvet.gov.in/national-skills-qualification-framework/; https://ncvet.gov.in/national-skills-qualification-framework/nsqf-notification/,2026-07-24,65,VST-NEEDS_REVIEW,"[category_group/description]: this is a ValueWeave editorial taxonomy for organizing skills.csv, not a verbatim official NCVET category enumeration; NSQF level applicability is per-skill (see skills.csv.nsqf_level), not per-category."
62795171-6e21-40bd-b27b-468d3199609a,Creative Arts & Media,Services,"Design, video, and content-creation skills serving the creator economy and media production.","ValueWeave-defined category grouping for organizing skills.csv records; not a verbatim official NCVET/NSQF enumerated category list (NCVET does not publish one single flat list matching this grouping) but aligned in spirit with NCVET's National Skills Qualification Framework (NSQF), which assigns levels 1-8 (with intermediate half-levels 2.5/3.5/4.5/5.5/6.5) to qualifications regardless of sector -- see https://ncvet.gov.in/national-skills-qualification-framework/",NCVET National Skills Qualification Framework (NSQF) overview; ValueWeave editorial grouping,https://ncvet.gov.in/national-skills-qualification-framework/; https://ncvet.gov.in/national-skills-qualification-framework/nsqf-notification/,2026-07-24,65,VST-NEEDS_REVIEW,"[category_group/description]: this is a ValueWeave editorial taxonomy for organizing skills.csv, not a verbatim official NCVET category enumeration; NSQF level applicability is per-skill (see skills.csv.nsqf_level), not per-category."
6ff4ecb1-6af5-498c-846b-0600ec749d14,Business & Finance,Services,"Accounting, sales, and business-operations skills applicable to MSMEs and larger enterprises alike.","ValueWeave-defined category grouping for organizing skills.csv records; not a verbatim official NCVET/NSQF enumerated category list (NCVET does not publish one single flat list matching this grouping) but aligned in spirit with NCVET's National Skills Qualification Framework (NSQF), which assigns levels 1-8 (with intermediate half-levels 2.5/3.5/4.5/5.5/6.5) to qualifications regardless of sector -- see https://ncvet.gov.in/national-skills-qualification-framework/",NCVET National Skills Qualification Framework (NSQF) overview; ValueWeave editorial grouping,https://ncvet.gov.in/national-skills-qualification-framework/; https://ncvet.gov.in/national-skills-qualification-framework/nsqf-notification/,2026-07-24,65,VST-NEEDS_REVIEW,"[category_group/description]: this is a ValueWeave editorial taxonomy for organizing skills.csv, not a verbatim official NCVET category enumeration; NSQF level applicability is per-skill (see skills.csv.nsqf_level), not per-category."
8a4a78cd-4ab9-40f1-bb92-dcff9e8b2201,Entrepreneurship,Cross-Cutting,Cross-cutting skills for starting and running a small business or enterprise.,"ValueWeave-defined category grouping for organizing skills.csv records; not a verbatim official NCVET/NSQF enumerated category list (NCVET does not publish one single flat list matching this grouping) but aligned in spirit with NCVET's National Skills Qualification Framework (NSQF), which assigns levels 1-8 (with intermediate half-levels 2.5/3.5/4.5/5.5/6.5) to qualifications regardless of sector -- see https://ncvet.gov.in/national-skills-qualification-framework/",NCVET National Skills Qualification Framework (NSQF) overview; ValueWeave editorial grouping,https://ncvet.gov.in/national-skills-qualification-framework/; https://ncvet.gov.in/national-skills-qualification-framework/nsqf-notification/,2026-07-24,65,VST-NEEDS_REVIEW,"[category_group/description]: this is a ValueWeave editorial taxonomy for organizing skills.csv, not a verbatim official NCVET category enumeration; NSQF level applicability is per-skill (see skills.csv.nsqf_level), not per-category."
e02aa4f6-958e-4b08-b598-f7f355bcb2f2,Soft Skills & Communication,Cross-Cutting,"Communication, leadership, and interpersonal skills that underpin employability across every sector.","ValueWeave-defined category grouping for organizing skills.csv records; not a verbatim official NCVET/NSQF enumerated category list (NCVET does not publish one single flat list matching this grouping) but aligned in spirit with NCVET's National Skills Qualification Framework (NSQF), which assigns levels 1-8 (with intermediate half-levels 2.5/3.5/4.5/5.5/6.5) to qualifications regardless of sector -- see https://ncvet.gov.in/national-skills-qualification-framework/",NCVET National Skills Qualification Framework (NSQF) overview; ValueWeave editorial grouping,https://ncvet.gov.in/national-skills-qualification-framework/; https://ncvet.gov.in/national-skills-qualification-framework/nsqf-notification/,2026-07-24,65,VST-NEEDS_REVIEW,"[category_group/description]: this is a ValueWeave editorial taxonomy for organizing skills.csv, not a verbatim official NCVET category enumeration; NSQF level applicability is per-skill (see skills.csv.nsqf_level), not per-category."
